fecha_inicio;duracion_dias;Qmax_evento;ratio_Qmax_Qbase
1985-01-21;9;156.4;72.74418604651163
1994-01-06;7;149.595;246.7401036757776
1982-11-07;4;114.4;215.26881720430106
1993-10-17;23;108.878;14.395867175399493
1978-02-18;19;107.2;33.14487632508834
2000-12-23;29;102.219;32.33024579793963
1987-01-27;11;100.0;48.10996563573883
1979-01-26;27;88.0;7.9157029041377545
1997-12-17;4;84.443;44.88238420653
1995-12-22;12;81.921;39.980966325036604
