evento_id;fecha_inicio;fecha_fin;Qmax_evento;Qmed_evento;volumen_total;duracion_dias;Qbase;ratio_Qmax_Qbase
69;1980-05-06;1980-05-06;4.72;4.72;4.72;1;2.8028571428571425;1.6839959225280328
70;1980-05-12;1980-05-14;14.0;10.853333333333333;32.56;3;3.9671428571428566;3.528988116672669
71;1980-07-01;1980-07-05;0.3;0.3;1.5;5;0.3;1.0
72;1980-10-16;1980-10-17;3.7;3.7;7.4;2;0.0;inf
73;1981-04-10;1981-04-11;7.8;7.5600000000000005;15.120000000000001;2;1.9599999999999995;3.979591836734695
74;1981-05-09;1981-05-16;9.4;7.266249999999999;58.129999999999995;8;2.4571428571428577;3.8255813953488365
75;1981-06-01;1981-06-02;1.96;1.96;3.92;2;2.238571428571429;0.8755583918315251
76;1981-09-25;1981-09-30;5.4;2.1666666666666665;13.0;6;0.0;inf
77;1981-10-05;1981-10-07;9.77;5.53;16.59;3;1.947142857142857;5.017608217168012
78;1981-12-22;1981-12-22;7.04;7.04;7.04;1;0.8231428571428571;8.552585907670949
79;1981-12-24;1981-12-24;7.48;7.48;7.48;1;2.4985714285714287;2.9937106918238996
80;1981-12-28;1982-01-03;54.16;20.957142857142856;146.7;7;4.605714285714286;11.759305210918113
81;1982-01-11;1982-01-11;8.16;8.16;8.16;1;5.685714285714285;1.435175879396985
82;1982-01-15;1982-01-18;10.6;8.5425;34.17;4;5.814285714285715;1.8230958230958227
83;1982-06-01;1982-06-06;6.38;3.625;21.75;6;2.4964285714285714;2.555650929899857
84;1982-09-25;1982-09-30;9.08;4.248333333333334;25.490000000000002;6;0.0032857142857142855;2763.4782608695655
85;1982-11-07;1982-11-10;114.4;50.6;202.4;4;0.5314285714285715;215.26881720430106
86;1983-04-20;1983-04-20;11.45;11.45;11.45;1;0.4028571428571429;28.42198581560283
87;1983-04-22;1983-04-27;22.25;12.450000000000001;74.7;6;2.857142857142857;7.7875
88;1983-05-01;1983-05-21;28.5;12.016666666666666;252.35;21;9.136428571428572;3.11938081463529
89;1983-06-01;1983-06-08;3.05;2.49625;19.97;8;3.0;1.0166666666666666
90;1983-07-01;1983-07-03;0.28;0.25566666666666665;0.767;3;0.5771428571428572;0.4851485148514852
91;1983-11-09;1983-11-12;27.2;15.0;60.0;4;1.0692857142857142;25.437541750167004
92;1983-11-14;1983-11-18;19.2;13.535999999999998;67.67999999999999;5;9.647142857142857;1.9902265659706797
93;1983-11-20;1983-11-26;51.2;22.708571428571428;158.96;7;10.865714285714287;4.712069418879832
94;1983-12-18;1983-12-28;48.0;15.913636363636364;175.05;11;1.6485714285714284;29.11611785095321
95;1984-03-24;1984-03-26;9.4;7.976666666666667;23.93;3;1.5710000000000002;5.9834500318268615
96;1984-03-28;1984-04-06;36.8;15.24;152.4;10;4.982857142857142;7.385321100917432
97;1984-05-22;1984-05-30;5.45;5.1755555555555555;46.58;9;3.39;1.607669616519174
98;1984-06-01;1984-06-27;9.4;3.738888888888889;100.95;27;5.042857142857143;1.8640226628895185
99;1984-07-01;1984-07-14;1.55;0.9127857142857143;12.779;14;1.9928571428571433;0.7777777777777776
100;1984-08-23;1984-08-25;0.818;0.5506666666666666;1.652;3;0.0;inf
101;1984-09-21;1984-09-21;0.15;0.15;0.15;1;0.0;inf
102;1984-10-04;1984-10-06;3.57;3.44;10.32;3;0.017142857142857144;208.24999999999997
103;1984-11-07;1984-11-19;28.8;12.72923076923077;165.48;13;2.661714285714286;10.820094461142121
104;1984-11-30;1984-12-04;11.0;8.262;41.31;5;3.3242857142857143;3.308981521272024
105;1985-01-21;1985-01-29;156.4;34.422222222222224;309.8;9;2.15;72.74418604651163
106;1985-02-08;1985-02-24;48.0;17.91764705882353;304.6;17;4.95;9.696969696969697
107;1985-03-01;1985-03-03;7.54;6.223333333333334;18.67;3;6.7700000000000005;1.1137370753323486
108;1985-04-06;1985-04-14;40.0;15.995555555555557;143.96;9;2.7728571428571427;14.425553838227719
109;1985-06-01;1985-06-14;4.34;3.072857142857143;43.02;14;2.301428571428571;1.8857852265673496
110;1985-06-19;1985-06-20;2.57;2.46;4.92;2;2.021428571428571;1.2713780918727917
111;1985-06-22;1985-06-22;2.05;2.05;2.05;1;1.8257142857142856;1.122848200312989
112;1985-07-01;1985-07-17;0.9;0.6548235294117647;11.132;17;1.4054285714285712;0.6403740597682457
113;1985-12-25;1985-12-25;23.998;23.998;23.998;1;0.8905714285714286;26.946743663779277
114;1985-12-27;1985-12-30;55.999;21.838250000000002;87.35300000000001;4;4.679;11.968155588801025
115;1986-02-16;1986-03-07;60.799;18.2499;364.998;20;2.326;26.138865004299227
116;1986-09-16;1986-09-30;3.688;0.8852666666666666;13.279;15;0.0;inf
117;1986-11-14;1986-11-15;10.825;9.6375;19.275;2;0.39;27.756410256410252
118;1987-01-27;1987-02-06;100.0;34.54454545454546;379.99;11;2.0785714285714287;48.10996563573883
119;1987-04-06;1987-04-07;13.125;10.7875;21.575;2;1.8442857142857143;7.116576297443842
120;1987-04-09;1987-04-11;22.4;15.376666666666665;46.129999999999995;3;4.750714285714286;4.715080439031723
121;1987-08-30;1987-08-31;0.087;0.0635;0.127;2;0.0;inf
122;1987-09-25;1987-09-30;2.31;0.8733333333333334;5.24;6;0.0;inf
123;1987-10-10;1987-10-12;4.55;3.5833333333333335;10.75;3;0.6614285714285714;6.879049676025918
124;1987-10-15;1987-11-10;40.0;15.5856;389.64;27;2.3099999999999996;17.31601731601732
125;1987-12-06;1987-12-21;37.6;20.81269230769231;270.565;16;1.825;20.602739726027398
126;1988-01-06;1988-01-06;17.6;17.6;17.6;1;4.901428571428572;3.590789857184494
127;1988-01-26;1988-02-11;32.0;14.077666666666666;211.165;17;5.712857142857142;5.601400350087523
128;1988-04-12;1988-04-16;10.825;9.141;45.705;5;1.9685714285714286;5.498911465892597
129;1988-04-18;1988-04-22;19.2;10.6;53.0;5;8.009285714285713;2.3972175153839297
130;1988-05-03;1988-05-14;28.0;8.555416666666668;102.665;12;4.211428571428571;6.6485753052917245
131;1988-05-21;1988-05-21;4.75;4.75;4.75;1;4.005714285714285;1.185805991440799
132;1988-06-01;1988-06-02;2.18;2.115;4.23;2;2.9514285714285715;0.7386253630203292
133;1988-06-09;1988-07-31;39.2;5.6864150943396226;301.38;53;1.7657142857142858;22.20064724919094
134;1988-10-14;1988-10-15;6.6;5.8;11.6;2;0.004;1649.9999999999998
135;1988-10-17;1988-10-17;3.504;3.504;3.504;1;1.9785714285714284;1.7709747292418774
136;1988-10-19;1988-10-19;3.13;3.13;3.13;1;2.7897142857142856;1.1219786972552233
137;1988-11-08;1988-11-09;12.588;11.815999999999999;23.631999999999998;2;1.1222857142857143;11.216395112016292
138;1988-11-12;1988-11-14;14.132;9.494;28.482;3;4.946142857142857;2.8571758657539785
139;1989-07-01;1989-07-04;0.22;0.22;0.88;4;0.34685714285714286;0.6342668863261944
140;1989-11-15;1989-11-16;21.002;14.710999999999999;29.421999999999997;2;0.8555714285714285;24.54733678410419
141;1989-11-18;1990-01-08;38.362;15.631826923076924;812.855;52;5.704000000000001;6.725455820476858
142;1990-01-28;1990-01-29;8.42;7.9325;15.865;2;4.259428571428571;1.9767909847061982
143;1990-02-01;1990-02-11;7.925;7.6922727272727265;84.615;11;5.855142857142858;1.3535109549602302
144;1991-03-05;1991-03-21;13.798;7.710705882352941;131.082;17;2.232285714285714;6.18110840906182
145;1991-09-22;1991-09-22;0.105;0.105;0.105;1;0.0;inf
146;1992-04-04;1992-04-04;10.091;10.091;10.091;1;1.1562857142857141;8.727081788979492
147;1992-05-29;1992-05-30;15.158;9.9085;19.817;2;1.0827142857142855;14.000000000000002
148;1992-06-01;1992-06-04;2.65;2.316;9.264;4;4.023428571428571;0.6586422383184207
149;1992-06-14;1992-06-19;4.869;3.386833333333333;20.320999999999998;6;1.3882857142857143;3.507203128215682
150;1992-07-01;1992-07-01;0.21;0.21;0.21;1;0.2997142857142857;0.7006673021925643
151;1992-07-03;1992-07-03;0.21;0.21;0.21;1;0.2547142857142857;0.8244531688166011
152;1992-10-19;1992-10-19;2.845;2.845;2.845;1;1.2062857142857142;2.358479393652298
153;1992-10-30;1992-10-31;7.479;5.9485;11.897;2;1.1787142857142856;6.3450490849594
154;1993-05-26;1993-05-28;10.967;8.108333333333333;24.325;3;1.8115714285714286;6.0538601056699
155;1993-06-01;1993-06-01;2.486;2.486;2.486;1;5.763;0.43137254901960786
156;1993-07-01;1993-07-05;0.235;0.2186;1.093;5;0.32628571428571435;0.7202276707530646
157;1993-08-01;1993-08-12;0.111;0.07716666666666668;0.926;12;0.08499999999999999;1.3058823529411767
158;1993-10-10;1993-10-15;16.286;8.744833333333334;52.469;6;0.7794285714285714;20.894794721407628
159;1993-10-17;1993-11-08;108.878;22.498347826086956;517.462;23;7.563142857142857;14.395867175399493
160;1994-01-06;1994-01-12;149.595;91.17742857142856;638.242;7;0.6062857142857142;246.7401036757776
161;1994-03-02;1994-03-03;5.697;5.5385;11.077;2;2.6967142857142856;2.112570853419505
162;1994-05-14;1994-06-08;36.127;10.88423076923077;282.99;26;0.9235714285714286;39.11662799690642
163;1994-07-01;1994-07-10;0.309;0.309;3.09;10;0.2965714285714286;1.041907514450867
164;1994-11-07;1994-11-09;12.249;11.048333333333334;33.145;3;2.597857142857143;4.715039868023096
165;1995-01-18;1995-01-18;13.684;13.684;13.684;1;0.5231428571428571;26.157291097760787
166;1995-02-13;1995-02-13;7.697;7.697;7.697;1;1.0567142857142857;7.283898877923482
167;1995-06-25;1995-07-03;2.42;2.044;18.396;9;0.1862857142857143;12.990797546012269
168;1995-09-07;1995-09-24;1.3;0.43861111111111106;7.895;18;0.0;inf
169;1995-10-25;1995-10-26;5.38;4.4885;8.977;2;0.05185714285714286;103.7465564738292
170;1995-11-11;1995-11-12;26.246;17.9685;35.937;2;1.2057142857142857;21.768009478672983
171;1995-11-15;1995-11-20;15.762;10.030333333333333;60.182;6;7.241285714285714;2.1766852768845313
172;1995-12-22;1996-01-02;81.921;22.270833333333332;267.25;12;2.049;39.980966325036604
173;1996-01-04;1996-01-06;29.864;24.140666666666664;72.422;3;18.174142857142858;1.6432136709139358
174;1996-01-08;1996-01-09;15.762;12.0785;24.157;2;17.265142857142855;0.9129377109949032
175;1996-01-12;1996-01-16;15.272;10.632200000000001;53.161;5;13.741;1.1114183829415618
176;1996-01-21;1996-01-30;26.951;15.072700000000001;150.727;10;7.138428571428571;3.775480798094819
177;1996-02-01;1996-02-02;12.026;9.9015;19.803;2;11.34857142857143;1.0596928499496474
178;1996-02-05;1996-02-10;17.411;11.432833333333333;68.597;6;8.984857142857143;1.937816007886285
179;1996-03-24;1996-04-02;9.013;7.9525999999999994;79.526;10;2.0595714285714286;4.376153152528265
180;1996-04-09;1996-04-11;7.244;7.155;21.465;3;4.384571428571428;1.652156913853773
181;1996-04-22;1996-04-22;8.395;8.395;8.395;1;4.284;1.9596171802054154
182;1996-05-06;1996-05-12;10.43;7.153;50.071;7;1.5147142857142857;6.885787041403376
183;1996-05-17;1996-05-25;52.626;12.846555555555556;115.619;9;4.505571428571428;11.680205459906784
184;1996-06-01;1996-06-02;2.506;2.3495;4.699;2;3.649142857142857;0.6867366113373004
185;1996-07-03;1996-07-05;0.335;0.2876666666666667;0.863;3;0.23485714285714282;1.4263990267639906
186;1996-09-20;1996-09-22;2.337;1.0490000000000002;3.1470000000000002;3;0.026;89.8846153846154
187;1996-09-24;1996-09-29;1.378;0.8258333333333333;4.955;6;0.46442857142857147;2.9670870501384186
188;1996-12-11;1997-01-12;43.597;27.597;910.701;33;0.9185714285714285;47.46174183514775
189;1997-01-19;1997-01-20;7.777;7.777;15.554;2;11.731142857142858;0.662936262451594
190;1997-04-20;1997-04-20;9.322;9.322;9.322;1;1.336285714285714;6.976053025443661
191;1997-06-02;1997-06-14;16.861;6.256769230769231;81.338;13;1.994428571428571;8.454050569443451
192;1997-07-01;1997-07-13;0.83;0.4396923076923077;5.716;13;0.2997142857142857;2.76930409914204
193;1997-08-26;1997-08-29;1.498;0.47875;1.915;4;0.026;57.61538461538462
194;1997-09-22;1997-09-23;0.093;0.0765;0.153;2;0.026;3.576923076923077
195;1997-09-26;1997-09-30;0.405;0.3138;1.5690000000000002;5;0.04042857142857143;10.017667844522968
196;1997-10-21;1997-10-23;3.566;3.3249999999999997;9.975;3;0.2631428571428572;13.551574375678607
197;1997-10-27;1997-10-28;8.395;5.619;11.238;2;2.203;3.810712664548343
198;1997-11-03;1997-11-15;34.525;15.963000000000001;207.519;13;2.7644285714285712;12.489018655366648
199;1997-11-18;1997-11-18;7.777;7.777;7.777;1;10.023428571428571;0.7758822188016647
200;1997-11-25;1997-11-28;19.12;12.51875;50.075;4;5.347857142857143;3.5752637905703217
201;1997-12-17;1997-12-20;84.443;37.60825;150.433;4;1.8814285714285712;44.88238420653
202;1997-12-22;1997-12-22;8.395;8.395;8.395;1;22.50742857142857;0.37298796587793237
203;1998-01-13;1998-01-15;12.885;10.117666666666667;30.353;3;2.293142857142857;5.618925990530775
204;1998-02-02;1998-02-06;12.026;9.5572;47.786;5;3.18;3.781761006289308
205;1998-03-29;1998-03-31;14.783;9.793333333333333;29.38;3;1.139;12.97892888498683
206;1998-04-03;1998-04-05;11.168;8.935666666666666;26.807;3;6.156;1.8141650422352176
207;1998-05-29;1998-06-13;24.182;7.96275;127.404;16;1.2245714285714286;19.74731684554363
208;1998-07-01;1998-07-07;0.335;0.2945714285714286;2.0620000000000003;7;0.5737142857142857;0.583914342629482
209;1998-08-16;1998-08-16;0.16;0.16;0.16;1;0.026;6.153846153846154
210;1998-09-21;1998-10-01;22.871;5.900363636363636;64.904;11;0.026;879.6538461538462
211;1999-05-07;1999-05-08;10.149;7.9975;15.995;2;2.773;3.659935088351965
212;1999-08-07;1999-08-10;0.301;0.133;0.532;4;0.0;inf
213;1999-09-19;1999-09-30;25.929;7.934916666666666;95.219;12;0.0;inf
214;1999-10-20;1999-10-31;65.57;27.51725;330.207;12;1.6505714285714286;39.72563614332698
215;2000-04-02;2000-04-04;17.929;13.513666666666666;40.541;3;0.83;21.601204819277108
216;2000-04-08;2000-04-09;8.959;8.387;16.774;2;7.825857142857143;1.1447947280991584
217;2000-04-14;2000-04-14;30.914;30.914;30.914;1;5.7744285714285715;5.35360332500433
218;2000-04-16;2000-04-26;30.17;15.334363636363635;168.678;11;8.877285714285716;3.398561336315798
219;2000-05-01;2000-05-11;9.341;6.951454545454545;76.466;11;7.081571428571428;1.3190575134655342
220;2000-09-17;2000-09-18;0.144;0.1295;0.259;2;0.0;inf
221;2000-10-21;2000-10-21;3.704;3.704;3.704;1;0.0;inf
222;2000-11-06;2000-11-06;8.578;8.578;8.578;1;0.6098571428571429;14.065589130944014
223;2000-11-22;2000-11-24;30.914;16.292666666666666;48.878;3;1.0945714285714283;28.2430174889063
224;2000-11-29;2000-11-29;8.578;8.578;8.578;1;9.551714285714286;0.8980586880440309
225;2000-12-01;2000-12-12;63.49;17.71375;212.565;12;5.746142857142857;11.04915098326828
226;2000-12-23;2001-01-20;102.219;28.440344827586205;824.77;29;3.161714285714286;32.33024579793963
227;2001-01-23;2001-02-01;51.375;17.541400000000003;175.41400000000002;10;8.642857142857142;5.944214876033058
228;2001-02-06;2001-02-13;37.098;20.39375;163.15;8;7.037714285714285;5.271313738226697
229;2001-03-02;2001-03-12;72.355;29.189272727272726;321.082;11;2.021428571428572;35.79399293286219
230;2001-09-28;2001-09-30;0.115;0.09600000000000002;0.28800000000000003;3;0.0041428571428571434;27.75862068965517
231;2001-10-18;2001-10-23;20.662;12.302999999999999;73.818;6;1.2027142857142858;17.179474997030525
232;2002-01-03;2002-01-04;16.158;13.3965;26.793;2;0.24242857142857144;66.65055981143195
233;2002-01-23;2002-01-23;9.505;9.505;9.505;1;0.628;15.135350318471339
234;2002-03-12;2002-03-24;14.338;8.829846153846153;114.788;13;1.1865714285714284;12.083554057307971
235;2002-09-17;2002-09-30;8.138;1.958;27.412;14;0.019285714285714288;421.9703703703703
236;2002-10-16;2002-10-17;3.713;3.5105;7.021;2;0.7944285714285714;4.673799676317209
237;2002-10-21;2002-10-24;4.188;3.80725;15.229;4;1.8740000000000003;2.2347918890074703
238;2002-11-19;2002-11-19;11.8;11.8;11.8;1;1.6037142857142859;7.357919116337074
239;2002-11-22;2002-11-24;17.121;13.691666666666668;41.075;3;4.425428571428571;3.8687778423397248
240;2002-11-28;2002-11-28;7.489;7.489;7.489;1;8.979;0.8340572446820359
241;2002-12-10;2002-12-11;8.821;7.541;15.082;2;2.3464285714285715;3.7593302891933025
242;2002-12-14;2002-12-15;15.231;11.5135;23.027;2;4.207428571428571;3.620025804699172
243;2002-12-17;2002-12-31;50.085;18.681266666666666;280.219;15;7.530142857142857;6.651268236231527
244;2003-01-02;2003-01-08;25.757;13.433857142857144;94.037;7;16.663;1.5457600672147873
245;2003-01-21;2003-01-21;7.489;7.489;7.489;1;3.144142857142857;2.381889227134354
246;2003-02-25;2003-02-27;23.415;14.302333333333332;42.907;3;1.4702857142857142;15.925476097940148
247;2003-03-01;2003-03-04;6.875;6.07425;24.297;4;8.097857142857142;0.8489900326365
248;2003-03-27;2003-03-31;19.115;12.2584;61.292;5;1.386;13.791486291486292
249;2003-04-14;2003-04-14;9.505;9.505;9.505;1;2.432142857142857;3.9080763582966234
250;2003-04-19;2003-04-19;8.821;8.821;8.821;1;4.950000000000001;1.7820202020202016
251;2003-10-01;2003-10-04;13.708;9.0295;36.118;4;0.0;inf
252;2003-10-19;2003-10-21;17.46;9.404333333333334;28.213;3;1.0252857142857141;17.029399470530866
253;2003-10-25;2003-11-02;29.797;13.06611111111111;117.595;9;4.894;6.088475684511647
254;2003-11-10;2003-11-10;9.76;9.76;9.76;1;2.9541428571428567;3.3038348082595874
255;2003-11-23;2003-11-23;8.747;8.747;8.747;1;3.8321428571428577;2.2825349487418447
256;2003-12-01;2003-12-01;6.3;6.3;6.3;1;4.2338571428571425;1.4880048587913757
257;2003-12-06;2003-12-10;9.76;7.452800000000001;37.264;5;4.347428571428572;2.245005257623554
258;2004-03-12;2004-03-12;10.135;10.135;10.135;1;1.249;8.114491593274618
259;2004-08-10;2004-08-11;0.059;0.059;0.118;2;0.0018571428571428571;31.769230769230766
260;2004-08-18;2004-08-23;0.477;0.20933333333333334;1.256;6;0.012714285714285714;37.51685393258427
261;2004-10-19;2004-10-21;23.501;11.712666666666665;35.138;3;0.018142857142857145;1295.3307086614172
262;2004-10-27;2004-10-29;5.902;5.402;16.206;3;4.972428571428572;1.1869451547102594
263;2005-03-26;2005-03-26;10.35;10.35;10.35;1;0.10857142857142858;95.32894736842104
264;2005-10-12;2005-10-12;3.885;3.885;3.885;1;0.0;inf
265;2005-10-22;2005-10-23;3.426;3.1965000000000003;6.393000000000001;2;0.5921428571428571;5.785765983112184
266;2005-10-28;2005-11-01;34.005;15.523599999999998;77.618;5;1.5685714285714283;21.678961748633885
267;2005-12-02;2005-12-03;10.675;8.6835;17.367;2;0.7872857142857145;13.559245146071492
268;2006-03-02;2006-03-06;33.263;12.1686;60.842999999999996;5;0.6521428571428572;51.00569550930996
269;2006-03-18;2006-03-24;11.955;8.250714285714286;57.755;7;2.1904285714285714;5.457836039913912
270;2006-03-26;2006-03-30;11.102;7.744199999999999;38.721;5;7.854142857142857;1.4135215264009895
271;2006-04-06;2006-04-07;12.808;10.966999999999999;21.933999999999997;2;3.7227142857142854;3.440500402931809
272;2006-04-15;2006-04-15;8.739;8.739;8.739;1;3.5157142857142856;2.4856968711905734
273;2006-09-24;2006-09-30;0.1;0.08928571428571429;0.625;7;0.010714285714285716;9.333333333333332
274;2006-10-18;2006-11-11;43.304;16.24484;406.121;25;0.11614285714285713;372.85116851168516
275;2006-11-16;2006-11-21;56.623;20.369833333333332;122.219;6;6.907857142857144;8.196897942301725
276;2006-11-24;2006-11-29;44.013;23.450833333333332;140.70499999999998;6;10.77957142857143;4.0830009144280845
277;2006-12-05;2006-12-08;18.217;11.12575;44.503;4;4.542714285714285;4.010157552124281
278;2007-02-12;2007-02-12;10.728;10.728;10.728;1;1.464857142857143;7.323581041544761
279;2007-02-14;2007-02-14;9.094;9.094;9.094;1;3.520571428571429;2.5831033923064433
280;2007-05-23;2007-05-24;5.746;5.497;10.994;2;1.2632857142857143;4.548456406196992
281;2007-06-14;2007-06-24;16.469;5.415727272727273;59.573;11;0.6824285714285713;24.132928616286378
282;2007-07-01;2007-07-26;0.956;0.5266153846153846;13.692;26;1.4515714285714285;0.6585965948233442
283;2007-08-01;2007-08-05;0.148;0.08879999999999999;0.44399999999999995;5;0.16885714285714284;0.8764805414551607
284;2007-08-26;2007-08-31;1.666;0.5326666666666666;3.1959999999999997;6;0.0;inf
285;2007-09-14;2007-09-16;0.438;0.24433333333333332;0.733;3;0.0;inf
286;2007-09-21;2007-09-24;0.148;0.111;0.444;4;0.10471428571428572;1.413369713506139
287;2007-09-26;2007-10-05;21.62;4.9463;49.463;10;0.06342857142857143;340.85585585585585
288;2007-11-20;2007-11-20;11.261;11.261;11.261;1;0.03542857142857143;317.85080645161287
