Qmd;prob_excedencia
156.4;0.0056802044873615455
149.595;0.011360408974723091
146.299;0.017040613462084634
146.299;0.022720817949446182
139.708;0.028401022436807723
114.4;0.03408122692416927
108.878;0.039761431411530816
107.2;0.045441635898892364
105.97;0.051121840386253906
102.219;0.05680204487361545
100.0;0.062482249360976995
96.0;0.06816245384833854
88.0;0.07384265833570008
84.443;0.07952286282306163
81.921;0.08520306731042318
81.764;0.09088327179778473
76.878;0.09656347628514626
75.2;0.10224368077250781
73.6;0.10792388525986936
72.355;0.1136040897472309
72.0;0.11928429423459246
70.093;0.12496449872195399
65.57;0.13064470320931554
65.57;0.13632490769667707
64.53;0.1420051121840386
63.49;0.14768531667140017
61.32;0.1533655211587617
60.8;0.15904572564612326
60.799;0.1647259301334848
60.0;0.17040613462084636
58.399;0.1760863391082079
58.124;0.18176654359556946
56.623;0.187446748082931
55.999;0.19312695257029253
55.635;0.19880715705765406
55.171;0.20448736154501562
54.16;0.21016756603237716
53.012;0.21584777051973872
52.626;0.22152797500710025
51.375;0.2272081794944618
51.284;0.23288838398182335
51.2;0.2385685884691849
50.15;0.24424879295654642
50.085;0.24992899744390798
50.07;0.2556092019312695
48.8;0.2612894064186311
48.0;0.2669696109059926
48.0;0.27264981539335414
48.0;0.2783300198807157
48.0;0.2840102243680772
46.804;0.2896904288554388
46.613;0.29537063334280034
46.4;0.3010508378301619
46.4;0.3067310423175234
46.4;0.31241124680488497
46.399;0.31809145129224653
45.681;0.32377165577960804
45.6;0.3294518602669696
45.333;0.33513206475433116
44.256;0.3408122692416927
44.256;0.34649247372905423
44.149;0.3521726782164158
44.013;0.35785288270377735
43.817;0.3635330871911389
43.597;0.3692132916785004
43.304;0.374893496165862
43.2;0.38057370065322355
42.597;0.38625390514058505
42.4;0.3919341096279466
42.4;0.3976143141153081
41.6;0.40329451860266974
41.597;0.40897472309003124
41.559;0.4146549275773928
40.597;0.4203351320647543
40.58;0.4260153365521159
40.531;0.43169554103947744
40.142;0.43737574552683894
40.0;0.4430559500142005
40.0;0.44873615450156207
40.0;0.4544163589889236
40.0;0.4600965634762851
40.0;0.4657767679636467
39.926;0.4714569724510082
39.597;0.4771371769383698
39.29;0.48281738142573133
39.29;0.48849758591309284
39.2;0.49417779040045445
39.138;0.49985799488781596
38.816;0.5055381993751775
38.597;0.511218403862539
38.4;0.5168986083499005
38.362;0.5225788128372622
37.874;0.5282590173246237
37.874;0.5339392218119852
37.874;0.5396194262993468
37.6;0.5452996307867083
37.599;0.5509798352740698
37.597;0.5566600397614314
37.098;0.5623402442487929
36.8;0.5680204487361544
36.8;0.573700653223516
36.597;0.5793808577108776
36.127;0.5850610621982391
36.127;0.5907412666856007
36.0;0.5964214711729622
36.0;0.6021016756603238
35.597;0.6077818801476853
35.518;0.6134620846350468
35.005;0.6191422891224084
34.863;0.6248224936097699
34.597;0.6305026980971314
34.525;0.6361829025844931
34.487;0.6418631070718546
34.4;0.6475433115592161
34.4;0.6532235160465777
34.005;0.6589037205339392
33.972;0.6645839250213008
33.6;0.6702641295086623
33.6;0.6759443339960238
33.597;0.6816245384833854
33.562;0.687304742970747
33.298;0.6929849474581085
33.263;0.6986651519454701
33.148;0.7043453564328316
33.094;0.7100255609201931
32.8;0.7157057654075547
32.597;0.7213859698949162
32.215;0.7270661743822778
32.135;0.7327463788696393
32.0;0.7384265833570008
32.0;0.7441067878443625
32.0;0.749786992331724
32.0;0.7554671968190855
32.0;0.7611474013064471
32.0;0.7668276057938086
31.7;0.7725078102811701
31.597;0.7781880147685317
31.591;0.7838682192558932
31.3;0.7895484237432547
31.2;0.7952286282306162
31.2;0.8009088327179779
31.146;0.8065890372053395
30.946;0.812269241692701
30.914;0.8179494461800625
30.914;0.823629650667424
30.914;0.8293098551547856
30.914;0.8349900596421471
30.597;0.8406702641295086
30.5;0.8463504686168701
30.4;0.8520306731042318
30.4;0.8577108775915933
30.4;0.8633910820789549
30.17;0.8690712865663164
30.122;0.8747514910536779
30.054;0.8804316955410394
29.864;0.886111900028401
29.797;0.8917921045157626
29.6;0.8974723090031241
29.6;0.9031525134904856
29.6;0.9088327179778471
29.597;0.9145129224652087
29.425;0.9201931269525702
29.38;0.9258733314399319
29.051;0.9315535359272934
29.051;0.9372337404146549
29.051;0.9429139449020164
28.8;0.9485941493893779
28.8;0.9542743538767396
28.597;0.9599545583641012
28.5;0.9656347628514627
28.359;0.9713149673388242
28.359;0.9769951718261857
28.325;0.9826753763135472
28.217;0.9883555808009089
28.027;0.9940357852882704
28.0;0.9997159897756319
28.0;1.0053961942629934
27.597;1.011076398750355
27.299;1.0167566032377167
27.25;1.022436807725078
27.2;1.0281170122124397
27.2;1.033797216699801
27.2;1.0394774211871627
26.951;1.0451576256745243
26.951;1.050837830161886
26.908;1.0565180346492473
26.672;1.062198239136609
26.628;1.0678784436239703
26.628;1.073558648111332
26.597;1.0792388525986936
26.5;1.0849190570860552
26.4;1.0905992615734166
26.4;1.0962794660607782
26.246;1.1019596705481396
26.246;1.1076398750355012
25.964;1.1133200795228628
25.933;1.1190002840102244
25.929;1.1246804884975858
25.757;1.1303606929849475
25.6;1.1360408974723089
25.6;1.1417211019596707
25.6;1.147401306447032
25.597;1.1530815109343937
25.275;1.158761715421755
25.17;1.1644419199091167
25.024;1.1701221243964781
24.8;1.17580232888384
24.8;1.1814825333712013
24.597;1.187162737858563
24.586;1.1928429423459244
24.5;1.198523146833286
24.182;1.2042033513206476
24.0;1.2098835558080092
24.0;1.2155637602953706
24.0;1.2212439647827322
24.0;1.2269241692700936
24.0;1.2326043737574552
24.0;1.2382845782448169
24.0;1.2439647827321785
24.0;1.2496449872195399
23.998;1.2553251917069015
23.963;1.2610053961942629
23.92;1.2666856006816247
23.733;1.2723658051689861
23.648;1.2780460096563477
23.648;1.2837262141437091
23.597;1.2894064186310707
23.564;1.2950866231184321
23.526;1.3007668276057938
23.501;1.3064470320931554
23.463;1.312127236580517
23.443;1.3178074410678784
23.415;1.32348764555524
23.2;1.3291678500426016
23.08;1.334848054529963
22.997;1.3405282590173246
22.924;1.346208463504686
22.9;1.3518886679920477
22.871;1.3575688724794093
22.871;1.363249076966771
22.871;1.3689292814541323
22.871;1.374609485941494
22.66;1.3802896904288553
22.66;1.385969894916217
22.66;1.3916500994035785
22.66;1.3973303038909402
22.597;1.4030105083783015
22.506;1.4086907128656632
22.5;1.4143709173530246
22.496;1.4200511218403862
22.4;1.4257313263277478
22.4;1.4314115308151094
22.4;1.4370917353024708
22.4;1.4427719397898324
22.4;1.4484521442771938
22.314;1.4541323487645557
22.25;1.459812553251917
22.052;1.4654927577392787
21.983;1.47117296222664
21.71;1.4768531667140017
21.708;1.482533371201363
21.7;1.488213575688725
21.62;1.4938937801760863
21.6;1.499573984663448
21.6;1.5052541891508093
21.597;1.510934393638171
21.559;1.5166145981255326
21.532;1.5222948026128942
21.532;1.5279750071002556
21.518;1.5336552115876172
21.443;1.5393354160749786
21.443;1.5450156205623402
21.443;1.5506958250497018
21.443;1.5563760295370634
21.435;1.5620562340244248
21.406;1.5677364385117865
21.083;1.573416642999148
21.083;1.5790968474865095
21.002;1.584777051973871
20.949;1.5904572564612325
20.8;1.596137460948594
20.8;1.6018176654359557
20.8;1.6074978699233171
20.786;1.613178074410679
20.662;1.6188582788980401
20.597;1.624538483385402
20.5;1.6302186878727636
20.339;1.635898892360125
20.339;1.6415790968474866
20.226;1.647259301334848
20.137;1.6529395058222096
20.1;1.6586197103095712
20.0;1.6642999147969326
20.0;1.6699801192842942
20.0;1.6756603237716556
20.0;1.6813405282590173
20.0;1.687020732746379
19.915;1.6927009372337403
19.75;1.698381141721102
19.67;1.7040613462084635
19.63;1.7097415506958251
19.597;1.7154217551831865
19.382;1.7211019596705481
19.382;1.7267821641579097
19.332;1.7324623686452711
19.2;1.7381425731326328
19.2;1.7438227776199942
19.2;1.7495029821073558
19.185;1.7551831865947176
19.129;1.7608633910820788
19.12;1.7665435955694406
19.12;1.772223800056802
19.12;1.7779040045441636
19.115;1.7835842090315253
19.115;1.7892644135188867
19.112;1.7949446180062483
19.105;1.8006248224936097
19.055;1.8063050269809713
19.055;1.8119852314683331
19.055;1.8176654359556943
18.644;1.8233456404430561
18.618;1.8290258449304173
18.597;1.8347060494177792
18.554;1.8403862539051403
18.5;1.8460664583925022
