estacion;RBI_medio;RBI_sd
Invierno;0.2637152016267803;0.16650933786756109
Otoño;0.4753760213362722;0.19935285680393053
Primavera;0.2309757554934009;0.15830852317350289
Verano;0.11574184925787277;0.1153836964251022
