evento_id;fecha_inicio;fecha_fin;Qmax_evento;Qmed_evento;volumen_total;duracion_dias;Qbase;ratio_Qmax_Qbase
280;2014-11-28;2014-12-02;31.497;13.5658;67.829;5;5.105142857142857;6.169660846205507
281;2014-12-13;2014-12-15;26.543;16.24266666666667;48.728;3;3.925142857142857;6.762301645072063
282;2015-01-31;2015-01-31;14.925;14.925;14.925;1;2.484428571428571;6.007417629808523
283;2015-04-26;2015-04-26;18.717;18.717;18.717;1;1.4717142857142858;12.717821782178216
284;2015-09-16;2015-09-19;17.863;5.52375;22.095;4;0.04114285714285714;434.1701388888889
285;2015-10-05;2015-10-07;36.719;18.898333333333333;56.695;3;0.2525714285714286;145.38065610859726
286;2015-10-12;2015-10-24;31.026;9.880307692307694;128.44400000000002;13;10.090000000000002;3.0749256689791866
287;2015-10-26;2015-10-31;11.715;7.333833333333334;44.003;6;9.913571428571428;1.1817133799265076
288;2015-11-02;2015-11-07;32.388;18.672666666666668;112.036;6;7.050714285714286;4.593577145172728
289;2015-12-29;2015-12-29;7.313;7.313;7.313;1;1.0691428571428572;6.840058792089791
290;2016-01-01;2016-01-02;9.801;9.255500000000001;18.511000000000003;2;3.062;3.200849118223384
291;2016-01-04;2016-01-05;9.801;9.4345;18.869;2;6.323857142857143;1.5498452571893284
292;2016-01-08;2016-01-15;43.747;22.551125;180.409;8;8.18657142857143;5.343751090636233
293;2016-04-12;2016-04-22;41.295;20.94218181818182;230.364;11;5.724571428571429;7.213640447195049
294;2016-05-06;2016-05-22;46.28;17.716411764705885;301.17900000000003;17;4.69157142857143;9.864498644986448
295;2016-06-01;2016-06-06;5.039;4.2861666666666665;25.717;6;5.623571428571429;0.8960497904229644
296;2016-07-08;2016-07-09;1.399;1.2730000000000001;2.5460000000000003;2;0.49600000000000005;2.820564516129032
297;2016-10-23;2016-10-25;15.039;11.868333333333332;35.605;3;0.6014285714285714;25.005463182897863
298;2016-11-05;2016-11-05;26.651;26.651;26.651;1;1.8475714285714286;14.42488208458981
299;2016-11-21;2016-11-21;12.05;12.05;12.05;1;1.2650000000000001;9.525691699604742
300;2016-11-26;2016-11-27;13.544;12.3475;24.695;2;3.862428571428571;3.506602063838444
301;2016-12-04;2016-12-05;29.425;19.4875;38.975;2;6.008;4.897636484687084
302;2017-02-02;2017-02-04;10.351;9.416333333333334;28.249000000000002;3;1.8898571428571427;5.477133570186712
303;2017-02-13;2017-02-15;24.571;15.090666666666666;45.272;3;3.12;7.875320512820513
304;2017-05-11;2017-05-14;23.878;13.930250000000001;55.721000000000004;4;2.2914285714285714;10.420573566084789
305;2017-07-07;2017-07-07;1.261;1.261;1.261;1;0.12114285714285715;10.409198113207546
306;2017-12-11;2017-12-11;10.132;10.132;10.132;1;0.24714285714285714;40.996531791907515
307;2018-02-28;2018-03-06;39.826;22.25242857142857;155.767;7;0.5722857142857142;69.591113330005
308;2018-03-09;2018-03-19;65.277;27.364;301.004;11;13.217428571428572;4.938706469812585
309;2018-04-03;2018-04-04;10.132;10.132;20.264;2;4.920714285714285;2.0590506604732184
310;2018-04-15;2018-04-16;15.633;12.8825;25.765;2;9.01657142857143;1.7338075923696048
311;2018-06-08;2018-06-11;4.621;4.29075;17.163;4;2.416571428571429;1.9122132891936627
312;2018-11-07;2018-11-07;15.466;15.466;15.466;1;2.789;5.545356758694872
313;2018-11-12;2018-11-13;17.785;13.094999999999999;26.189999999999998;2;7.179571428571428;2.477167359770778
314;2018-11-19;2018-11-19;7.908;7.908;7.908;1;6.694285714285715;1.1813060179257362
315;2018-11-22;2018-11-23;11.066;9.7355;19.471;2;4.937285714285714;2.2413124620236684
316;2018-11-25;2018-11-26;11.599;10.268;20.536;2;7.024714285714286;1.651170357716633
317;2019-03-06;2019-03-06;17.205;17.205;17.205;1;0.763;22.549148099606814
318;2019-04-25;2019-04-25;18.364;18.364;18.364;1;4.065714285714286;4.516795502459592
319;2019-09-22;2019-09-24;5.486;3.1203333333333334;9.361;3;0.050857142857142865;107.87078651685391
320;2019-10-20;2019-10-20;5.413;5.413;5.413;1;0.549;9.859744990892532
321;2019-11-22;2019-11-22;11.601;11.601;11.601;1;2.6972857142857145;4.300990413643345
322;2019-12-01;2019-12-01;7.503;7.503;7.503;1;5.420285714285714;1.3842443729903537
323;2019-12-16;2019-12-28;91.138;32.66007692307692;424.581;13;2.8150000000000004;32.37584369449378
324;2020-04-16;2020-04-17;15.409;13.505;27.01;2;4.447714285714286;3.464476135414659
325;2020-09-18;2020-09-25;14.44;3.231875;25.855;8;0.135;106.96296296296295
326;2020-10-20;2020-10-23;45.553;29.436999999999998;117.74799999999999;4;0.46;99.0282608695652
327;2020-10-25;2020-10-25;6.805;6.805;6.805;1;17.543142857142858;0.38790084852038237
328;2020-11-05;2020-11-05;11.451;11.451;11.451;1;2.706;4.231707317073171
329;2020-11-07;2020-11-09;13.055;12.342333333333334;37.027;3;4.0122857142857145;3.2537563198746704
330;2020-11-26;2020-11-26;13.59;13.59;13.59;1;2.138;6.356407857811039
331;2020-12-16;2020-12-16;10.381;10.381;10.381;1;3.1532857142857145;3.292121596520636
332;2021-02-06;2021-02-06;10.381;10.381;10.381;1;3.994142857142857;2.5990557602203226
333;2021-02-09;2021-02-15;41.605;29.697857142857142;207.885;7;5.595142857142858;7.43591380278813
334;2021-09-14;2021-09-15;1.367;1.1575;2.315;2;0.03571428571428572;38.275999999999996
