anio_hidro;std;mean;CV
1973;3.194866182295385;2.767377049180328;1.154474480895791
1974;16.247089336378377;15.47786301369863;1.0496984836988765
1975;3.7940365586138953;4.268328767123288;0.8888810505501314
1976;2.3247149303620347;2.685792349726776;0.8655601877034635
1977;7.331285638094521;7.677369863013699;0.9549215120419735
1978;7.267479938156885;7.222136986301369;1.0062783289684925
1979;9.914757230554866;9.600219178082192;1.0327636324377656
1980;12.458019256194321;6.290218579234972;1.9805383706887794
1981;0.815120275034822;1.9376986301369863;0.4206641127558607
1982;3.329709801225828;2.9515753424657536;1.1281127584038495
1983;8.859421527803942;6.337561643835617;1.3979227383801898
1984;4.624642069045611;4.442213114754098;1.041067132435768
1985;5.4264572019471595;5.254616438356164;1.0327028177236002
1986;2.375839373507163;2.769898630136986;0.8577351342961115
1987;16.13294172257789;12.624777517564402;1.2778792893682842
1990;7.741530693509807;6.0512060889929735;1.279336809828953
1991;30.812258023052813;18.43193424657534;1.6716779482206399
1992;15.81803023748451;11.455543715846995;1.3808188096390992
1993;16.900635009403036;8.743780821917808;1.9328749603419444
1994;46.70429979684823;34.86747671232877;1.3394803467477212
1995;16.926393077995513;9.391890410958904;1.802234942844413
1996;41.75104124223332;34.030860655737705;1.226858223322482
1997;27.957199793480623;18.623345205479453;1.5011910848999843
1998;43.14563611375693;36.182654794520545;1.1924397576346677
1999;8.757587438415175;7.017783561643836;1.2479135843231692
2000;30.370081698696623;15.201453551912568;1.9978406403692637
2001;53.79663763371822;31.010090579710145;1.734810722188515
2002;21.32169762733742;16.87422191780822;1.2635662687851434
2003;56.85476641891796;39.97855616438356;1.4221315593575443
2004;18.560172551883383;16.5359781420765;1.1224115315353635
2005;27.143206308123194;13.447161643835615;2.0185082195814945
2006;22.200789767470965;14.059797260273973;1.579026308594037
2007;35.17928447653643;22.81224931506849;1.5421225671639038
2008;19.927847774286498;14.340090163934427;1.3896598659055421
2009;2.873824391528364;2.871635616438356;1.0007622050226284
2010;17.10355495044531;17.7715095890411;0.9624142994015722
2011;19.14228645411919;16.455972602739728;1.1632424844297702
2012;19.27299159192243;12.644606557377047;1.5242065068982544
2013;17.31161833528142;18.2817698630137;0.9469333912962652
2014;22.64380556818508;24.33681095890411;0.9304343780465776
2015;19.386297653905753;17.30312602739726;1.1203927904824864
2016;18.465012651491865;18.848620218579235;0.9796479762105215
2017;11.397710385258884;10.92906301369863;1.0428808371744993
2018;18.71441758280741;11.878241095890411;1.5755209404936354
2019;6.720145538425824;6.648008219178083;1.0108509672174653
2020;24.281177931688525;13.105019125683059;1.8528151465343965
2021;15.214951929489102;10.327980821917807;1.473177786813883
