fecha_inicio;duracion_dias;Qmax_evento;ratio_Qmax_Qbase
2002-12-10;52;214.889;34.343774972031326
1997-12-17;16;148.026;57.00198041588734
2000-11-29;13;146.63;32.057280279842594
1995-12-22;54;137.255;41.76236633921586
2001-03-02;11;135.788;32.00606101420972
1993-10-09;17;128.047;162.7913185615692
2001-01-01;14;125.448;22.780916802864034
1994-05-14;29;107.824;62.05442736167065
1999-10-20;12;107.775;29.130627847710254
1990-11-08;3;105.959;36.88279462953754
