Qmd;prob_excedencia
214.889;0.005834986579530867
148.026;0.011669973159061734
146.63;0.0175049597385926
137.255;0.02333994631812347
135.788;0.029174932897654333
128.047;0.0350099194771852
125.448;0.04084490605671607
115.444;0.04667989263624694
107.824;0.052514879215777806
107.775;0.05834986579530867
105.959;0.06418485237483953
104.094;0.0700198389543704
103.704;0.07585482553390127
102.275;0.08168981211343214
102.229;0.08752479869296301
101.891;0.09335978527249388
100.805;0.09919477185202474
100.078;0.10502975843155561
98.957;0.11086474501108648
98.5;0.11669973159061733
97.604;0.12253471817014822
96.776;0.12836970474967907
96.776;0.13420469132920995
93.109;0.1400396779087408
91.138;0.1458746644882717
89.541;0.15170965106780254
89.35;0.15754463764733342
87.899;0.16337962422686428
86.447;0.16921461080639516
85.97;0.17504959738592601
85.97;0.1808845839654569
84.781;0.18671957054498775
82.972;0.19255455712451863
82.972;0.1983895437040495
81.329;0.20422453028358037
80.113;0.21005951686311122
80.0;0.21589450344264208
79.687;0.22172949002217296
79.211;0.2275644766017038
75.831;0.23339946318123467
75.831;0.23923444976076555
74.887;0.24506943634029643
74.692;0.2509044229198273
74.141;0.25673940949935814
73.815;0.262574396078889
73.373;0.2684093826584199
73.373;0.27424436923795076
72.582;0.2800793558174816
69.465;0.28591434239701247
69.465;0.2917493289765434
69.465;0.29758431555607423
69.0;0.3034193021356051
68.753;0.30925428871513594
68.753;0.31508927529466685
67.505;0.3209242618741977
67.4;0.32675924845372856
67.297;0.3325942350332594
66.758;0.3384292216127903
66.758;0.3442642081923211
65.277;0.35009919477185203
64.541;0.3559341813513829
61.702;0.3617691679309138
61.683;0.3676041545104446
60.462;0.3734391410899755
60.339;0.37927412766950636
58.991;0.38510911424903727
58.8;0.39094410082856806
58.794;0.396779087408099
58.727;0.40261407398762983
58.085;0.40844906056716074
57.04;0.4142840471466916
57.04;0.42011903372622245
56.943;0.42595402030575324
56.943;0.43178900688528415
56.308;0.437623993464815
55.982;0.4434589800443459
55.335;0.4492939666238768
54.964;0.4551289532034076
54.962;0.46096393978293854
54.84;0.46679892636246934
54.84;0.4726339129420002
53.929;0.4784688995215311
53.456;0.48430388610106195
53.336;0.49013887268059286
53.258;0.4959738592601237
53.258;0.5018088458396546
53.083;0.5076438324191854
52.4;0.5134788189987163
52.072;0.5193138055782471
51.863;0.525148792157778
51.49;0.530983778737309
51.224;0.5368187653168398
50.831;0.5426537518963707
50.776;0.5484887384759015
50.745;0.5543237250554324
50.0;0.5601587116349632
49.93;0.5659936982144941
49.93;0.5718286847940249
49.93;0.5776636713735559
49.479;0.5834986579530868
48.765;0.5893336445326176
48.671;0.5951686311121485
48.671;0.6010036176916793
48.671;0.6068386042712102
48.589;0.612673590850741
48.183;0.6185085774302719
48.183;0.6243435640098027
47.931;0.6301785505893337
47.829;0.6360135371688646
47.498;0.6418485237483954
47.498;0.6476835103279263
47.24;0.6535184969074571
47.0;0.659353483486988
46.699;0.6651884700665188
46.324;0.6710234566460497
46.28;0.6768584432255806
45.96;0.6826934298051115
45.758;0.6885284163846422
45.758;0.6943634029641732
45.758;0.7001983895437041
45.702;0.7060333761232349
45.59;0.7118683627027658
45.553;0.7177033492822966
45.553;0.7235383358618276
45.481;0.7293733224413584
45.407;0.7352083090208892
44.96;0.74104329560042
44.681;0.746878282179951
44.554;0.7527132687594819
44.554;0.7585482553390127
44.381;0.7643832419185436
44.0;0.7702182284980745
43.977;0.7760532150776054
43.977;0.7818882016571361
43.944;0.7877231882366671
43.747;0.793558174816198
43.349;0.7993931613957287
43.349;0.8052281479752597
42.814;0.8110631345547905
42.604;0.8168981211343215
42.52;0.8227331077138522
42.144;0.8285680942933832
41.964;0.8344030808729139
41.716;0.8402380674524449
41.605;0.8460730540319757
41.295;0.8519080406115065
41.077;0.8577430271910375
41.023;0.8635780137705683
41.023;0.8694130003500993
41.023;0.87524798692963
40.803;0.881082973509161
40.325;0.8869179600886918
39.902;0.8927529466682226
39.826;0.8985879332477535
39.546;0.9044229198272844
39.54;0.9102579064068153
39.0;0.9160928929863461
39.0;0.9219278795658771
38.838;0.9277628661454078
38.781;0.9335978527249387
38.781;0.9394328393044696
38.494;0.9452678258840004
38.244;0.9511028124635313
38.136;0.9569377990430622
37.501;0.9627727856225932
37.501;0.9686077722021239
37.364;0.9744427587816549
37.364;0.9802777453611857
37.364;0.9861127319407165
37.229;0.9919477185202474
36.999;0.9977827050997782
36.98;1.0036176916793091
36.904;1.00945267825884
36.719;1.0152876648383709
36.481;1.0211226514179017
36.361;1.0269576379974326
36.182;1.0327926245769634
35.585;1.0386276111564943
35.585;1.0444625977360253
35.502;1.050297584315556
35.413;1.056132570895087
35.27;1.061967557474618
35.073;1.0678025440541485
35.06;1.0736375306336796
35.06;1.0794725172132102
34.878;1.0853075037927413
34.7;1.0911424903722722
34.465;1.096977476951803
34.465;1.1028124635313339
34.465;1.1086474501108647
34.43;1.1144824366903956
34.43;1.1203174232699264
34.368;1.1261524098494573
34.356;1.1319873964289882
34.356;1.1378223830085192
34.213;1.1436573695880499
33.069;1.149492356167581
33.069;1.1553273427471118
33.052;1.1611623293266424
33.052;1.1669973159061735
32.905;1.1728323024857041
32.905;1.1786672890652352
32.9;1.184502275644766
32.42;1.190337262224297
32.39;1.1961722488038278
32.39;1.2020072353833586
32.388;1.2078422219628895
32.388;1.2136772085424203
32.386;1.2195121951219512
32.35;1.225347181701482
31.871;1.2311821682810131
31.871;1.2370171548605438
31.871;1.2428521414400746
31.589;1.2486871280196055
31.497;1.2545221145991363
31.491;1.2603571011786674
31.433;1.266192087758198
31.433;1.272027074337729
31.433;1.27786206091726
31.415;1.2836970474967908
31.353;1.2895320340763217
31.353;1.2953670206558525
31.28;1.3012020072353834
31.28;1.3070369938149142
31.026;1.312871980394445
30.999;1.318706966973976
30.837;1.3245419535535068
30.837;1.3303769401330376
30.837;1.3362119267125685
30.837;1.3420469132920994
30.837;1.3478818998716302
30.837;1.3537168864511613
30.637;1.359551873030692
30.526;1.365386859610223
30.515;1.3712218461897538
30.506;1.3770568327692845
30.4;1.3828918193488156
30.4;1.3887268059283464
30.346;1.3945617925078773
30.346;1.4003967790874081
30.346;1.406231765666939
29.823;1.4120667522464698
29.823;1.4179017388260007
29.803;1.4237367254055315
29.803;1.4295717119850624
29.803;1.4354066985645932
29.598;1.441241685144124
29.598;1.4470766717236552
29.447;1.4529116583031858
29.447;1.4587466448827169
29.425;1.4645816314622477
29.0;1.4704166180417784
28.988;1.4762516046213094
28.988;1.48208659120084
28.81;1.4879215777803712
28.793;1.493756564359902
28.769;1.4995915509394329
28.68;1.5054265375189637
27.823;1.5112615240984946
27.81;1.5170965106780254
27.8;1.5229314972575563
27.8;1.5287664838370871
27.763;1.534601470416618
