anio_hidro;mes;Qmax_inst;Qmd_max;fecha;RI;clase_RI;clase_magnitud
1978;12;22.58;14.88;1977-12-01;1.5174731182795698;Rápida;Notable
1979;1;;;1979-01-06;;;
1979;2;26.98;26.98;1979-02-01;1.0;Progresiva;Notable
1979;3;10.04;9.38;1979-03-01;1.0703624733475479;Progresiva;Notable
1979;4;9.38;8.83;1979-04-01;1.0622876557191394;Progresiva;Notable
1979;5;4.03;3.92;1979-05-01;1.028061224489796;Progresiva;Ordinario
1979;6;2.32;2.32;1979-06-01;1.0;Progresiva;Ordinario
1979;7;1.43;1.43;1979-07-01;1.0;Progresiva;Ordinario
1979;8;0.58;0.58;1979-08-01;1.0;Progresiva;Ordinario
1979;9;0.69;0.69;1979-09-01;1.0;Progresiva;Ordinario
1979;10;0.77;0.69;1978-10-01;1.1159420289855073;Progresiva;Ordinario
1979;11;5.95;5.1;1978-11-01;1.1666666666666667;Progresiva;Ordinario
1979;12;;;1978-12-01;;;
1980;1;6.158;6.158;1980-01-01;1.0;Progresiva;Ordinario
1980;2;6.158;4.565;1980-02-01;1.348959474260679;Moderada;Ordinario
1980;3;7.43;7.43;1980-03-01;1.0;Progresiva;Notable
1980;4;5.628;5.628;1980-04-01;1.0;Progresiva;Ordinario
1980;5;6.794;6.794;1980-05-01;1.0;Progresiva;Notable
1980;6;3.925;3.819;1980-06-01;1.027755957056821;Progresiva;Ordinario
1980;7;4.565;4.565;1980-07-01;1.0;Progresiva;Ordinario
1980;8;4.565;4.458;1980-08-01;1.0240017945266937;Progresiva;Ordinario
1980;9;3.925;3.925;1980-09-01;1.0;Progresiva;Ordinario
1980;10;17.518;11.578;1979-10-01;1.513041976161686;Rápida;Notable
1980;11;4.032;4.032;1979-11-01;1.0;Progresiva;Ordinario
1980;12;2.326;2.326;1979-12-01;1.0;Progresiva;Ordinario
1981;1;1.44;1.435;1981-01-01;1.0034843205574913;Progresiva;Ordinario
1981;2;7.22;4.032;1981-02-01;1.790674603174603;Rápida;Notable
1981;3;7.22;7.218;1981-03-01;1.000277085065115;Progresiva;Notable
1981;4;5.95;4.885;1981-04-01;1.218014329580348;Moderada;Ordinario
1981;5;5.95;5.946;1981-05-01;1.0006727211570805;Progresiva;Ordinario
1981;6;3.5;3.392;1981-06-01;1.0318396226415094;Progresiva;Ordinario
1981;7;5.73;5.522;1981-07-01;1.0376675117710974;Progresiva;Ordinario
1981;8;6.05;5.628;1981-08-01;1.0749822316986495;Progresiva;Ordinario
1981;9;15.98;8.278;1981-09-01;1.9304179753563662;Rápida;Notable
1981;10;4.78;4.778;1980-10-01;1.0004185851820846;Progresiva;Ordinario
1981;11;20.38;10.258;1980-11-01;1.986742054981478;Rápida;Notable
1981;12;2.65;2.646;1980-12-01;1.00151171579743;Progresiva;Ordinario
1982;1;12.79;9.598;1982-01-01;1.332569285267764;Moderada;Notable
1982;2;6.05;5.734;1982-02-01;1.055109870945239;Progresiva;Ordinario
1982;3;5.13;4.458;1982-03-01;1.1507402422611035;Progresiva;Ordinario
1982;4;5.13;4.245;1982-04-01;1.2084805653710247;Moderada;Ordinario
1982;5;3.95;3.179;1982-05-01;1.2425290972003775;Moderada;Ordinario
1982;6;3.47;2.966;1982-06-01;1.169925826028321;Progresiva;Ordinario
1982;7;4.99;4.991;1982-07-01;0.9997996393508316;Progresiva;Ordinario
1982;8;5.94;5.946;1982-08-01;0.9989909182643796;Progresiva;Ordinario
1982;9;;11.138;1982-09-01;;;
1982;10;11.34;6.794;1981-10-01;1.6691198115984693;Rápida;Notable
1982;11;2.54;2.54;1981-11-01;1.0;Progresiva;Ordinario
1982;12;;11.578;1981-12-01;;;
1983;1;2.16;2.16;1983-01-01;1.0;Progresiva;Ordinario
1983;2;5.718;5.098;1983-02-01;1.1216163201255394;Progresiva;Ordinario
1983;3;2.62;2.62;1983-03-01;1.0;Progresiva;Ordinario
1983;4;12.238;6.958;1983-04-01;1.758838746766312;Rápida;Notable
1983;5;11.3;6.71;1983-05-01;1.684053651266766;Rápida;Notable
1983;6;4.52;4.06;1983-06-01;1.1133004926108374;Progresiva;Ordinario
1983;7;2.32;2.32;1983-07-01;1.0;Progresiva;Ordinario
1983;8;2.62;2.62;1983-08-01;1.0;Progresiva;Ordinario
1983;9;2.4;2.24;1983-09-01;1.0714285714285714;Progresiva;Ordinario
1983;10;5.718;2.4;1982-10-01;2.3825000000000003;Flash flood;Ordinario
1983;11;11.032;11.032;1982-11-01;1.0;Progresiva;Notable
1983;12;5.594;3.7;1982-12-01;1.511891891891892;Rápida;Ordinario
1984;1;;4.424;1984-01-01;;;
1984;2;2.432;2.432;1984-02-01;1.0;Progresiva;Ordinario
1984;3;;15.54;1984-03-01;;;
1984;4;8.88;7.4;1984-04-01;1.2;Progresiva;Notable
1984;5;12.21;4.992;1984-05-01;2.4459134615384617;Flash flood;Notable
1984;6;;12.21;1984-06-01;;;
1984;7;2.592;2.592;1984-07-01;1.0;Progresiva;Ordinario
1984;8;;2.4;1984-08-01;;;
1984;9;1.984;1.984;1984-09-01;1.0;Progresiva;Ordinario
1984;10;2.464;2.192;1983-10-01;1.1240875912408759;Progresiva;Ordinario
1984;11;;;1983-11-01;;;
1984;12;;15.54;1983-12-01;;;
1985;1;;;1985-01-01;;;
1985;2;;14.43;1985-02-01;;;
1985;3;;5.928;1985-03-01;;;
1985;4;;10.73;1985-04-01;;;
1985;5;;3.856;1985-05-01;;;
1985;6;;2.688;1985-06-01;;;
1985;7;;2.4;1985-07-01;;;
1985;8;;1.794;1985-08-01;;;
1985;9;;1.794;1985-09-01;;;
1985;10;;5.56;1984-10-01;;;
1985;11;;15.725;1984-11-01;;;
1985;12;;10.73;1984-12-01;;;
1986;1;;10.915;1986-01-01;;;
1986;2;19.424;19.424;1986-02-01;1.0;Progresiva;Notable
1986;3;9.065;9.065;1986-03-01;1.0;Progresiva;Notable
1986;4;3.571;2.655;1986-04-01;1.345009416195857;Moderada;Ordinario
1986;5;2.655;2.655;1986-05-01;1.0;Progresiva;Ordinario
1986;6;;1.391;1986-06-01;;;
1986;7;;;1986-07-01;;;
1986;10;2.559;2.559;1985-10-01;1.0;Progresiva;Ordinario
1986;11;15.539;7.03;1985-11-01;2.210384068278805;Flash flood;Notable
1986;12;;15.354;1985-12-01;;;
1987;1;80.333;;1987-01-01;;;Significativo
1987;2;49.179;10.758;1987-02-01;4.571388733965422;Flash flood;Significativo
1987;3;3.099;2.193;1987-03-01;1.4131326949384406;Moderada;Ordinario
1987;4;113.32;80.333;1987-04-01;1.4106282598682982;Moderada;Extremo
1987;5;1.963;1.963;1987-05-01;1.0;Progresiva;Ordinario
1987;6;;1.358;1987-06-01;;;
1987;7;;7.511;1987-07-01;;;
1987;8;;7.511;1987-08-01;;;
1987;9;112.404;8.533;1987-09-01;;;Extremo
1987;10;6.671;2.015;1986-10-01;3.310669975186104;Flash flood;Notable
1987;11;98.659;13.347;1986-11-01;7.3918483554356795;Flash flood;Extremo
1987;12;5.551;1.963;1986-12-01;2.827814569536424;Flash flood;Ordinario
1990;1;21.645;14.733;1990-01-01;1.4691508857666462;Moderada;Notable
1990;2;21.645;21.645;1990-02-01;1.0;Progresiva;Notable
1990;3;2.268;2.117;1990-03-01;1.0713273500236182;Progresiva;Ordinario
1990;4;17.223;11.5;1990-04-01;1.4976521739130433;Moderada;Notable
1990;5;2.015;1.912;1990-05-01;1.0538702928870294;Progresiva;Ordinario
1990;6;1.275;1.275;1990-06-01;1.0;Progresiva;Ordinario
1990;7;0.933;0.933;1990-07-01;1.0;Progresiva;Ordinario
1990;8;0.766;0.703;1990-08-01;1.0896159317211949;Progresiva;Ordinario
1990;9;0.829;0.766;1990-09-01;1.0822454308093994;Progresiva;Ordinario
1990;10;3.099;1.765;1989-10-01;1.7558073654390938;Rápida;Ordinario
1990;11;;5.0;1989-11-01;;;
1990;12;;;1989-12-01;;;
1991;1;250.0;59.899;1991-01-01;4.173692382176664;Flash flood;Excepcional
1991;2;;3.099;1991-02-01;;;
1991;3;;22.932;1991-03-01;;;
1991;4;;3.765;1991-04-01;;;
1991;5;2.015;2.015;1991-05-01;1.0;Progresiva;Ordinario
1991;6;1.317;1.317;1991-06-01;1.0;Progresiva;Ordinario
1991;7;0.899;0.899;1991-07-01;1.0;Progresiva;Ordinario
1991;8;0.968;0.933;1991-08-01;1.037513397642015;Progresiva;Ordinario
1991;9;1.358;1.155;1991-09-01;1.1757575757575758;Progresiva;Ordinario
1991;10;;26.795;1990-10-01;;;
1991;11;;57.883;1990-11-01;;;
1991;12;;2.344;1990-12-01;;;
1992;1;2.117;2.117;1992-01-01;1.0;Progresiva;Ordinario
1992;2;8.904;2.419;1992-02-01;3.680859859446052;Flash flood;Notable
1992;3;1.622;1.622;1992-03-01;1.0;Progresiva;Ordinario
1992;4;63.93;21.092;1992-04-01;3.0310070168784375;Flash flood;Significativo
1992;5;22.289;17.223;1992-05-01;1.294141554897521;Moderada;Notable
1992;6;8.162;3.099;1992-06-01;2.633752823491449;Flash flood;Notable
1992;7;1.358;1.317;1992-07-01;1.0311313591495825;Progresiva;Ordinario
1992;8;1.041;1.003;1992-08-01;1.0378863409770689;Progresiva;Ordinario
1992;9;8.162;2.344;1992-09-01;3.482081911262799;Flash flood;Notable
1992;10;24.22;3.432;1991-10-01;7.057109557109557;Flash flood;Notable
1992;11;10.758;1.963;1991-11-01;5.480387162506367;Flash flood;Notable
1992;12;10.758;4.355;1991-12-01;2.4702640642939144;Flash flood;Notable
1993;1;1.861;1.861;1993-01-01;1.0;Progresiva;Ordinario
1993;2;2.419;2.268;1993-02-01;1.06657848324515;Progresiva;Ordinario
1993;3;5.831;2.737;1993-03-01;2.130434782608696;Flash flood;Ordinario
1993;4;4.567;3.265;1993-04-01;1.3987748851454824;Moderada;Ordinario
1993;5;31.02;17.776;1993-05-01;1.745049504950495;Rápida;Notable
1993;6;3.432;3.432;1993-06-01;1.0;Progresiva;Ordinario
1993;7;1.444;1.444;1993-07-01;1.0;Progresiva;Ordinario
1993;8;1.155;1.155;1993-08-01;1.0;Progresiva;Ordinario
1993;9;1.234;1.234;1993-09-01;1.0;Progresiva;Ordinario
1993;10;75.751;7.791;1992-10-01;9.722885380567321;Flash flood;Significativo
1993;11;2.344;2.344;1992-11-01;1.0;Progresiva;Ordinario
1993;12;85.831;6.111;1992-12-01;;;Significativo
1994;1;;16.118;1994-01-01;;;
1994;2;;15.656;1994-02-01;;;
1994;3;8.533;8.533;1994-03-01;1.0;Progresiva;Notable
1994;4;4.143;2.419;1994-04-01;1.7126911947085572;Rápida;Ordinario
1994;5;;;1994-05-01;;;
1994;6;3.765;3.765;1994-06-01;1.0;Progresiva;Ordinario
1994;7;1.317;1.317;1994-07-01;1.0;Progresiva;Ordinario
1994;8;0.899;0.899;1994-08-01;1.0;Progresiva;Ordinario
1994;9;1.041;1.041;1994-09-01;1.0;Progresiva;Ordinario
1994;10;;3.234;1993-10-01;;;
1994;11;;;1993-11-01;;;
1994;12;2.015;2.015;1993-12-01;1.0;Progresiva;Ordinario
1995;1;156.846;34.287;1995-01-01;4.574503456120396;Flash flood;Excepcional
1995;2;49.864;28.524;1995-02-01;1.7481419155798623;Rápida;Significativo
1995;3;4.199;4.199;1995-03-01;1.0;Progresiva;Ordinario
1995;4;5.622;4.634;1995-04-01;1.213206732844195;Moderada;Ordinario
1995;5;2.322;1.957;1995-05-01;1.1865099642309658;Progresiva;Ordinario
1995;6;15.704;1.43;1995-06-01;;;Notable
1995;7;0.776;0.647;1995-07-01;1.1993817619783618;Progresiva;Ordinario
1995;8;0.534;0.477;1995-08-01;1.1194968553459121;Progresiva;Ordinario
1995;9;2.066;1.249;1995-09-01;1.654123298638911;Rápida;Ordinario
1995;10;34.287;4.634;1994-10-01;7.399007337073802;Flash flood;Notable
1995;11;141.823;31.766;1994-11-01;4.4646162563747405;Flash flood;Extremo
1995;12;8.983;4.011;1994-12-01;2.2395911244078786;Flash flood;Notable
1996;1;;147.457;1996-01-01;;;
1996;2;58.72;28.524;1996-02-01;2.058617304725845;Flash flood;Significativo
1996;3;43.578;18.66;1996-03-01;2.3353697749196143;Flash flood;Significativo
1996;4;153.09;42.619;1996-04-01;3.5920598793965133;Flash flood;Excepcional
1996;5;242.874;42.619;1996-05-01;5.698725920364157;Flash flood;Excepcional
1996;6;3.151;3.151;1996-06-01;1.0;Progresiva;Ordinario
1996;7;0.647;0.647;1996-07-01;1.0;Progresiva;Ordinario
1996;8;86.988;1.159;1996-08-01;;;Significativo
1996;9;6.235;1.068;1996-09-01;5.838014981273409;Flash flood;Ordinario
1996;10;12.561;7.154;1995-10-01;1.7558009505171932;Rápida;Notable
1996;11;156.846;43.578;1995-11-01;3.5992014319151866;Flash flood;Excepcional
1996;12;272.288;124.23;1995-12-01;2.191805522015616;Flash flood;Excepcional
1997;1;73.427;31.766;1997-01-01;2.311496568658314;Flash flood;Significativo
1997;2;4.634;4.199;1997-02-01;1.1035960943081686;Progresiva;Ordinario
1997;3;2.451;2.322;1997-03-01;1.0555555555555556;Progresiva;Ordinario
1997;4;78.567;16.248;1997-04-01;4.8354874446085665;Flash flood;Significativo
1997;5;63.385;20.587;1997-05-01;3.078884733083985;Flash flood;Significativo
1997;6;114.386;63.385;1997-06-01;1.804622544766112;Rápida;Extremo
1997;7;5.622;4.011;1997-07-01;1.4016454749439042;Moderada;Ordinario
1997;8;1.43;1.43;1997-08-01;1.0;Progresiva;Ordinario
1997;9;3.447;1.63;1997-09-01;2.114723926380368;Flash flood;Ordinario
1997;10;45.673;2.451;1996-10-01;;;Significativo
1997;11;27.744;3.635;1996-11-01;7.632462173314994;Flash flood;Notable
1997;12;282.646;95.646;1996-12-01;2.9551261945089182;Flash flood;Excepcional
1998;1;164.595;24.739;1998-01-01;6.6532600347629245;Flash flood;Excepcional
1998;2;45.673;16.851;1998-02-01;2.710402943445493;Flash flood;Significativo
1998;3;65.718;24.739;1998-03-01;2.656453373216379;Flash flood;Significativo
1998;4;27.744;8.983;1998-04-01;3.0885005009462314;Flash flood;Notable
1998;5;134.786;18.057;1998-05-01;7.464473611341862;Flash flood;Extremo
1998;6;107.823;48.817;1998-06-01;2.2087182743716327;Flash flood;Extremo
1998;7;2.194;2.194;1998-07-01;1.0;Progresiva;Ordinario
1998;8;1.249;1.249;1998-08-01;1.0;Progresiva;Ordinario
1998;9;56.388;10.683;1998-09-01;5.2782926144341475;Flash flood;Significativo
1998;10;63.385;7.52;1997-10-01;8.428856382978724;Flash flood;Significativo
1998;11;328.061;61.053;1997-11-01;5.373380505462467;Flash flood;Excepcional
1998;12;;160.602;1997-12-01;;;
1999;1;117.582;9.132;1999-01-01;;;Extremo
1999;2;1.445;1.445;1999-02-01;1.0;Progresiva;Ordinario
1999;3;7.873;3.803;1999-03-01;2.0702077307388906;Flash flood;Notable
1999;4;14.56;5.622;1999-04-01;2.5898256848096763;Flash flood;Notable
1999;5;23.403;11.448;1999-05-01;2.0442872117400417;Flash flood;Notable
1999;6;1.295;1.295;1999-06-01;1.0;Progresiva;Ordinario
1999;7;0.3;0.3;1999-07-01;1.0;Progresiva;Ordinario
1999;8;0.423;0.423;1999-08-01;1.0;Progresiva;Ordinario
1999;9;177.705;20.645;1999-09-01;8.607653184790507;Flash flood;Excepcional
1999;10;1.951;1.596;1998-10-01;1.2224310776942355;Moderada;Ordinario
1999;11;10.026;3.544;1998-11-01;2.8290067720090293;Flash flood;Notable
1999;12;12.45;4.685;1998-12-01;2.657417289220918;Flash flood;Notable
2000;1;1.973;1.973;2000-01-01;1.0;Progresiva;Ordinario
2000;2;22.408;6.503;2000-02-01;3.4457942488082427;Flash flood;Notable
2000;3;4.906;2.997;2000-03-01;1.6369703036369703;Rápida;Ordinario
2000;4;98.81;37.856;2000-04-01;2.610154268808115;Flash flood;Extremo
2000;5;39.729;22.408;2000-05-01;1.7729828632631202;Rápida;Significativo
2000;6;2.283;2.128;2000-06-01;1.0728383458646615;Progresiva;Ordinario
2000;7;0.676;0.676;2000-07-01;1.0;Progresiva;Ordinario
2000;8;0.366;0.366;2000-08-01;1.0;Progresiva;Ordinario
2000;9;0.477;0.477;2000-09-01;1.0;Progresiva;Ordinario
2000;10;598.566;98.81;1999-10-01;6.0577471915798;Flash flood;Excepcional
2000;11;10.26;7.638;1999-11-01;1.3432835820895521;Moderada;Notable
2000;12;20.302;5.864;1999-12-01;3.4621418826739427;Flash flood;Notable
2001;1;652.137;438.577;2001-01-01;1.4869384395442533;Moderada;Excepcional
2001;2;242.931;106.434;2001-02-01;2.2824567337504935;Flash flood;Excepcional
2001;3;370.926;111.244;2001-03-01;3.3343461220380424;Flash flood;Excepcional
2001;4;6.881;6.881;2001-04-01;1.0;Progresiva;Notable
2001;5;30.831;4.385;2001-05-01;7.031014823261118;Flash flood;Notable
2001;6;1.207;1.207;2001-06-01;1.0;Progresiva;Ordinario
2001;7;0.41;0.41;2001-07-01;1.0;Progresiva;Ordinario
2001;8;0.366;0.366;2001-08-01;1.0;Progresiva;Ordinario
2001;9;0.477;0.477;2001-09-01;1.0;Progresiva;Ordinario
2001;10;13.059;2.438;2000-10-01;5.356439704675963;Flash flood;Notable
2001;11;145.739;31.65;2000-11-01;4.604707740916272;Flash flood;Extremo
2001;12;178.719;73.48;2000-12-01;2.432212847033206;Flash flood;Excepcional
2002;1;97.285;19.601;2002-01-01;4.963267180245906;Flash flood;Significativo
2002;2;25.916;4.385;2002-02-01;5.910148232611175;Flash flood;Notable
2002;3;56.365;14.811;2002-03-01;3.805617446492472;Flash flood;Significativo
2002;4;12.126;8.016;2002-04-01;1.5127245508982035;Rápida;Notable
2002;5;2.593;2.128;2002-05-01;1.2185150375939848;Moderada;Ordinario
2002;6;1.207;0.929;2002-06-01;1.2992465016146395;Moderada;Ordinario
2002;7;0.676;0.41;2002-07-01;1.6487804878048782;Rápida;Ordinario
2002;8;0.054;0.054;2002-08-01;1.0;Progresiva;Ordinario
2002;9;101.86;19.601;2002-09-01;5.196673639100046;Flash flood;Extremo
2002;10;182.827;32.47;2001-10-01;5.630643671080998;Flash flood;Excepcional
2002;11;1.451;1.451;2001-11-01;1.0;Progresiva;Ordinario
2002;12;1.021;0.836;2001-12-01;1.221291866028708;Moderada;Ordinario
2003;1;18.899;;2003-01-01;;;Notable
2003;2;43.477;20.302;2003-02-01;2.141513151413654;Flash flood;Significativo
2003;3;78.638;23.109;2003-03-01;3.4029166125751873;Flash flood;Significativo
2003;4;30.831;16.563;2003-04-01;1.8614381452635393;Rápida;Notable
2003;5;4.906;4.906;2003-05-01;1.0;Progresiva;Ordinario
2003;6;1.207;1.021;2003-06-01;1.1821743388834478;Progresiva;Ordinario
2003;7;0.477;0.41;2003-07-01;1.1634146341463414;Progresiva;Ordinario
2003;8;0.322;0.279;2003-08-01;1.1541218637992832;Progresiva;Ordinario
2003;9;18.899;2.593;2003-09-01;7.288468954878519;Flash flood;Notable
2003;10;141.984;30.831;2002-10-01;4.605234990756058;Flash flood;Extremo
2003;11;114.529;27.554;2002-11-01;4.1565289976047035;Flash flood;Extremo
2003;12;7.638;;2002-12-01;;;Notable
2004;1;13.643;4.906;2004-01-01;2.7808805544231556;Flash flood;Notable
2004;2;7.638;4.645;2004-02-01;1.6443487621097956;Rápida;Notable
2004;3;55.193;14.227;2004-03-01;3.8794545582343427;Flash flood;Significativo
2004;4;28.374;8.394;2004-04-01;3.3802716225875624;Flash flood;Notable
2004;5;19.601;6.881;2004-05-01;2.8485685220171484;Flash flood;Notable
2004;6;3.401;1.973;2004-06-01;1.7237709072478458;Rápida;Ordinario
2004;7;0.61;0.61;2004-07-01;1.0;Progresiva;Ordinario
2004;8;1.207;0.836;2004-08-01;1.4437799043062203;Moderada;Ordinario
2004;9;0.322;0.235;2004-09-01;1.370212765957447;Moderada;Ordinario
2004;10;170.738;30.831;2003-10-01;5.53786773053096;Flash flood;Excepcional
2004;11;92.711;23.109;2003-11-01;4.011900125492232;Flash flood;Significativo
2004;12;30.831;19.601;2003-12-01;1.5729299525534413;Rápida;Notable
2005;1;0.743;0.743;2005-01-01;1.0;Progresiva;Ordinario
2005;2;0.743;0.676;2005-02-01;1.099112426035503;Progresiva;Ordinario
2005;3;25.916;3.864;2005-03-01;6.707039337474121;Flash flood;Notable
2005;4;2.593;2.593;2005-04-01;1.0;Progresiva;Ordinario
2005;5;0.676;0.676;2005-05-01;1.0;Progresiva;Ordinario
2005;6;0.477;0.41;2005-06-01;1.1634146341463414;Progresiva;Ordinario
2005;7;0.279;0.279;2005-07-01;1.0;Progresiva;Ordinario
2005;8;0.366;0.366;2005-08-01;1.0;Progresiva;Ordinario
2005;9;0.366;0.322;2005-09-01;1.1366459627329193;Progresiva;Ordinario
2005;10;272.284;34.108;2004-10-01;7.982995191743873;Flash flood;Excepcional
2005;11;7.638;5.225;2004-11-01;1.461818181818182;Moderada;Notable
2005;12;6.881;2.438;2004-12-01;2.8223954060705494;Flash flood;Notable
2006;1;1.696;1.451;2006-01-01;1.1688490696071674;Progresiva;Ordinario
2006;2;6.184;2.128;2006-02-01;2.906015037593985;Flash flood;Ordinario
2006;3;149.495;25.916;2006-03-01;5.768444204352524;Flash flood;Extremo
2006;4;61.054;24.513;2006-04-01;2.490678415534614;Flash flood;Significativo
2006;5;6.184;2.997;2006-05-01;2.063396730063397;Flash flood;Ordinario
2006;6;0.836;0.836;2006-06-01;1.0;Progresiva;Ordinario
2006;7;0.61;0.41;2006-07-01;1.4878048780487805;Moderada;Ordinario
2006;8;0.743;0.61;2006-08-01;1.2180327868852459;Moderada;Ordinario
2006;9;2.795;0.61;2006-09-01;4.581967213114754;Flash flood;Ordinario
2006;10;201.842;51.912;2005-10-01;3.8881568808753277;Flash flood;Excepcional
2006;11;8.394;6.503;2005-11-01;1.2907888666769183;Moderada;Notable
2006;12;78.638;16.563;2005-12-01;4.747811386826059;Flash flood;Significativo
2007;1;3.017;2.815;2007-01-01;1.0717584369449378;Progresiva;Ordinario
2007;2;32.546;11.366;2007-02-01;2.8634524019004046;Flash flood;Notable
2007;3;6.267;4.281;2007-03-01;1.4639103013314647;Moderada;Ordinario
2007;4;11.103;5.372;2007-04-01;2.0668279970215933;Flash flood;Notable
2007;5;34.365;10.107;2007-05-01;3.4001187295933515;Flash flood;Notable
2007;6;36.94;15.957;2007-06-01;2.314971485868271;Flash flood;Significativo
2007;7;2.005;2.005;2007-07-01;1.0;Progresiva;Ordinario
2007;8;0.391;0.34;2007-08-01;1.15;Progresiva;Ordinario
2007;9;13.736;3.645;2007-09-01;3.7684499314128947;Flash flood;Notable
2007;10;132.548;50.062;2006-10-01;2.647676880667972;Flash flood;Extremo
2007;11;87.805;46.329;2006-11-01;1.8952491959679683;Rápida;Significativo
2007;12;47.956;16.804;2006-12-01;2.853844322780291;Flash flood;Significativo
2008;1;72.318;12.281;2008-01-01;5.888608419509811;Flash flood;Significativo
2008;2;43.286;9.679;2008-02-01;4.472156214484968;Flash flood;Significativo
2008;3;2.64;2.64;2008-03-01;1.0;Progresiva;Ordinario
2008;4;185.884;66.019;2008-04-01;2.8156136869689026;Flash flood;Excepcional
2008;5;79.11;14.18;2008-05-01;5.578984485190409;Flash flood;Significativo
2008;6;5.75;5.46;2008-06-01;1.0531135531135531;Progresiva;Ordinario
2008;7;1.85;1.183;2008-07-01;1.5638207945900253;Rápida;Ordinario
2008;8;0.806;0.555;2008-08-01;1.4522522522522523;Moderada;Ordinario
2008;9;0.932;0.806;2008-09-01;1.1563275434243176;Progresiva;Ordinario
2008;10;95.78;12.281;2007-10-01;7.799039166191678;Flash flood;Significativo
2008;11;108.744;76.846;2007-11-01;1.41508992009994;Moderada;Extremo
2008;12;1.35;1.35;2007-12-01;1.0;Progresiva;Ordinario
2009;1;23.808;7.882;2009-01-01;3.020553159096676;Flash flood;Notable
2009;2;26.247;7.225;2009-02-01;3.63280276816609;Flash flood;Notable
2009;3;2.988;2.772;2009-03-01;1.077922077922078;Progresiva;Ordinario
2009;4;2.06;1.882;2009-04-01;1.0945802337938364;Progresiva;Ordinario
2009;5;2.988;2.238;2009-05-01;1.3351206434316354;Moderada;Ordinario
2009;6;0.767;0.664;2009-06-01;1.1551204819277108;Progresiva;Ordinario
2009;7;0.225;0.197;2009-07-01;1.1421319796954315;Progresiva;Ordinario
2009;8;0.664;0.533;2009-08-01;1.2457786116322702;Moderada;Ordinario
2009;9;10.883;0.402;2009-09-01;;;Notable
2009;10;1.076;0.533;2008-10-01;2.0187617260787993;Flash flood;Ordinario
2009;11;1.32;0.664;2008-11-01;1.9879518072289157;Rápida;Ordinario
2009;12;34.314;11.727;2008-12-01;2.9260680480941414;Flash flood;Notable
2010;1;67.888;28.836;2010-01-01;2.3542793730059652;Flash flood;Significativo
2010;2;164.547;41.04;2010-02-01;4.009429824561404;Flash flood;Excepcional
