anio_hidro;mes;Qmax_inst;Qmd_max;fecha;RI;clase_RI;clase_magnitud
2010;3;45.026;16.745;2010-03-01;2.6889220662884443;Flash flood;Significativo
2010;4;24.952;10.883;2010-04-01;2.29275016080125;Flash flood;Notable
2010;5;31.425;9.307;2010-05-01;3.376490813366283;Flash flood;Notable
2010;6;9.307;3.419;2010-06-01;2.7221409768938285;Flash flood;Notable
2010;7;1.32;1.32;2010-07-01;1.0;Progresiva;Ordinario
2010;8;0.767;0.664;2010-08-01;1.1551204819277108;Progresiva;Ordinario
2010;9;0.533;0.533;2010-09-01;1.0;Progresiva;Ordinario
2010;10;95.404;15.253;2009-10-01;6.254769553530453;Flash flood;Significativo
2010;11;38.648;4.103;2009-11-01;9.419449183524252;Flash flood;Significativo
2010;12;276.288;97.749;2009-12-01;2.8265046189730842;Flash flood;Excepcional
2011;1;129.144;61.745;2011-01-01;2.091570167624909;Flash flood;Extremo
2011;2;16.304;8.531;2011-02-01;1.9111475794162462;Rápida;Notable
2011;3;20.402;10.988;2011-03-01;1.856752821259556;Rápida;Notable
2011;4;44.004;17.666;2011-04-01;2.490886448545228;Flash flood;Significativo
2011;5;37.696;16.985;2011-05-01;2.219370032381513;Flash flood;Significativo
2011;6;9.145;2.176;2011-06-01;4.20266544117647;Flash flood;Notable
2011;7;0.483;0.383;2011-07-01;1.2610966057441253;Moderada;Ordinario
2011;8;0.483;0.433;2011-08-01;1.115473441108545;Progresiva;Ordinario
2011;9;1.975;0.383;2011-09-01;5.1566579634464755;Flash flood;Ordinario
2011;10;63.182;17.666;2010-10-01;3.576474583946564;Flash flood;Significativo
2011;11;50.355;12.897;2010-11-01;3.904396371249127;Flash flood;Significativo
2011;12;109.44;56.747;2010-12-01;1.928560100093397;Rápida;Extremo
2012;1;1.966;1.817;2012-01-01;1.082003302146395;Progresiva;Ordinario
2012;2;0.837;0.764;2012-02-01;1.0955497382198953;Progresiva;Ordinario
2012;3;0.837;0.619;2012-03-01;1.3521809369951534;Moderada;Ordinario
2012;4;14.24;6.537;2012-04-01;2.17836928254551;Flash flood;Notable
2012;5;24.826;16.428;2012-05-01;1.511200389578768;Rápida;Notable
2012;6;1.37;1.263;2012-06-01;1.0847189231987333;Progresiva;Ordinario
2012;7;0.381;0.335;2012-07-01;1.1373134328358208;Progresiva;Ordinario
2012;8;1.263;1.05;2012-08-01;1.2028571428571426;Moderada;Ordinario
2012;9;5.516;2.919;2012-09-01;1.8896882494004796;Rápida;Ordinario
2012;10;50.961;21.714;2011-10-01;2.3469190384084;Flash flood;Significativo
2012;11;86.505;28.859;2011-11-01;2.997505111057209;Flash flood;Significativo
2012;12;6.537;4.917;2011-12-01;1.3294691885295913;Moderada;Ordinario
2013;1;113.036;26.418;2013-01-01;4.278749337572867;Flash flood;Extremo
2013;2;11.677;7.364;2013-02-01;1.5856871265616512;Rápida;Notable
2013;3;97.611;41.767;2013-03-01;2.3370364163095267;Flash flood;Significativo
2013;4;35.47;18.597;2013-04-01;1.9072968758401891;Rápida;Significativo
2013;5;4.36;4.12;2013-05-01;1.058252427184466;Progresiva;Ordinario
2013;6;1.402;1.23;2013-06-01;1.1398373983739838;Progresiva;Ordinario
2013;7;1.23;1.058;2013-07-01;1.162570888468809;Progresiva;Ordinario
2013;8;0.733;0.581;2013-08-01;1.261617900172117;Moderada;Ordinario
2013;9;31.928;8.923;2013-09-01;3.578168777317046;Flash flood;Notable
2013;10;23.835;13.172;2012-10-01;1.809520194351655;Rápida;Notable
2013;11;43.095;16.826;2012-11-01;2.561214786639724;Flash flood;Significativo
2013;12;91.805;24.352;2012-12-01;3.769916228646518;Flash flood;Significativo
2014;1;74.044;44.105;2014-01-01;1.678811926085478;Rápida;Significativo
2014;2;71.091;38.065;2014-02-01;1.8676211743071063;Rápida;Significativo
2014;3;17.457;8.25;2014-03-01;2.116;Flash flood;Notable
2014;4;40.265;25.619;2014-04-01;1.5716850774815567;Rápida;Significativo
2014;5;2.307;1.583;2014-05-01;1.4573594440934934;Moderada;Ordinario
2014;6;0.557;0.499;2014-06-01;1.1162324649298598;Progresiva;Ordinario
2014;7;0.499;0.343;2014-07-01;1.454810495626822;Moderada;Ordinario
2014;8;2.48;0.261;2014-08-01;9.50191570881226;Flash flood;Ordinario
2014;9;19.811;7.135;2014-09-01;2.776594253679047;Flash flood;Notable
2014;10;100.299;31.9;2013-10-01;3.1441692789968654;Flash flood;Extremo
2014;11;3.448;3.24;2013-11-01;1.0641975308641975;Progresiva;Ordinario
2014;12;110.837;39.165;2013-12-01;2.83000127665007;Flash flood;Extremo
2015;1;14.26;8.615;2015-01-01;1.6552524666279744;Rápida;Notable
2015;2;4.448;3.473;2015-02-01;1.2807371148862656;Moderada;Ordinario
2015;3;2.578;2.017;2015-03-01;1.278135845314824;Moderada;Ordinario
2015;4;49.26;12.746;2015-04-01;3.864741879805429;Flash flood;Significativo
2015;5;6.221;3.473;2015-05-01;1.7912467607255975;Rápida;Ordinario
2015;6;7.387;2.017;2015-06-01;3.662369856222112;Flash flood;Notable
2015;7;0.302;0.153;2015-07-01;1.9738562091503267;Rápida;Ordinario
2015;8;0.204;0.153;2015-08-01;1.3333333333333333;Moderada;Ordinario
2015;9;45.634;10.832;2015-09-01;4.212887740029542;Flash flood;Significativo
2015;10;126.301;28.307;2014-10-01;4.461829229519201;Flash flood;Extremo
2015;11;150.242;29.723;2014-11-01;5.0547387544998825;Flash flood;Excepcional
2015;12;40.591;18.753;2014-12-01;2.1645070122113794;Flash flood;Significativo
2016;1;190.681;57.619;2016-01-01;3.3093424044152107;Flash flood;Excepcional
2016;2;41.587;14.593;2016-02-01;2.849790995682862;Flash flood;Significativo
2016;3;8.358;4.614;2016-03-01;1.8114434330299092;Rápida;Notable
2016;4;74.565;27.414;2016-04-01;2.7199606040709123;Flash flood;Significativo
2016;5;55.235;24.951;2016-05-01;2.213738928299467;Flash flood;Significativo
2016;6;3.662;3.356;2016-06-01;1.0911799761620977;Progresiva;Ordinario
2016;7;1.249;1.028;2016-07-01;1.2149805447470818;Moderada;Ordinario
2016;8;0.147;0.099;2016-08-01;1.4848484848484846;Moderada;Ordinario
2016;9;0.099;0.099;2016-09-01;1.0;Progresiva;Ordinario
2016;10;81.806;28.687;2015-10-01;2.8516749747272283;Flash flood;Significativo
2016;11;65.022;31.316;2015-11-01;2.076318814663431;Flash flood;Significativo
2016;12;24.335;4.291;2015-12-01;5.671172220927523;Flash flood;Notable
2017;1;3.419;2.41;2017-01-01;1.4186721991701243;Moderada;Ordinario
2017;2;56.328;31.345;2017-02-01;1.7970330196203543;Rápida;Significativo
2017;3;4.453;3.933;2017-03-01;1.1322145944571576;Progresiva;Ordinario
2017;4;3.933;3.676;2017-04-01;1.0699129488574537;Progresiva;Ordinario
2017;5;35.091;11.496;2017-05-01;3.0524530271398747;Flash flood;Significativo
2017;6;1.425;1.184;2017-06-01;1.2035472972972974;Moderada;Ordinario
2017;7;6.871;1.425;2017-07-01;4.821754385964913;Flash flood;Notable
2017;8;0.025;0.012;2017-08-01;2.0833333333333335;Flash flood;Ordinario
2017;9;0.012;0.008;2017-09-01;1.5;Moderada;Ordinario
2017;10;39.084;10.522;2016-10-01;3.7145029462079453;Flash flood;Significativo
2017;11;48.948;14.704;2016-11-01;3.3288900979325353;Flash flood;Significativo
2017;12;35.662;16.614;2016-12-01;2.1465029493198506;Flash flood;Significativo
2018;1;13.931;4.023;2018-01-01;3.4628386776037785;Flash flood;Notable
2018;2;72.259;28.957;2018-02-01;2.4953897157854747;Flash flood;Significativo
2018;3;120.3;53.676;2018-03-01;2.2412251285490723;Flash flood;Extremo
2018;4;34.008;13.931;2018-04-01;2.441174359342474;Flash flood;Notable
2018;5;4.557;4.557;2018-05-01;1.0;Progresiva;Ordinario
2018;6;6.875;4.557;2018-06-01;1.508667983322361;Rápida;Notable
2018;7;0.704;0.636;2018-07-01;1.1069182389937107;Progresiva;Ordinario
2018;8;0.104;0.083;2018-08-01;1.253012048192771;Moderada;Ordinario
2018;9;0.125;0.104;2018-09-01;1.2019230769230769;Moderada;Ordinario
2018;10;0.292;0.222;2017-10-01;1.3153153153153152;Moderada;Ordinario
2018;11;15.518;6.875;2017-11-01;2.2571636363636363;Flash flood;Notable
2018;12;34.569;8.39;2017-12-01;4.12026221692491;Flash flood;Notable
2019;1;3.509;1.557;2019-01-01;2.2536929993577393;Flash flood;Ordinario
2019;2;26.63;5.382;2019-02-01;4.947974730583426;Flash flood;Notable
2019;3;42.548;7.906;2019-03-01;5.381735390842398;Flash flood;Significativo
2019;4;44.907;7.345;2019-04-01;6.1139550714771955;Flash flood;Significativo
2019;5;3.509;3.301;2019-05-01;1.0630112087246288;Progresiva;Ordinario
2019;6;1.16;1.07;2019-06-01;1.0841121495327102;Progresiva;Ordinario
2019;7;0.683;0.494;2019-07-01;1.382591093117409;Moderada;Ordinario
2019;8;0.266;0.236;2019-08-01;1.1271186440677967;Progresiva;Ordinario
2019;9;5.663;2.014;2019-09-01;2.811817279046674;Flash flood;Ordinario
2019;10;2.684;1.338;2018-10-01;2.005979073243647;Flash flood;Ordinario
2019;11;20.437;7.906;2018-11-01;2.5849987351378703;Flash flood;Notable
2019;12;5.174;3.147;2018-12-01;1.6441054972990152;Rápida;Ordinario
2020;1;11.797;7.07;2020-01-01;1.6685997171145686;Rápida;Notable
2020;2;6.63;6.19;2020-02-01;1.0710823909531502;Progresiva;Notable
2020;3;29.311;8.468;2020-03-01;3.461384034010392;Flash flood;Notable
2020;4;41.779;14.32;2020-04-01;2.917527932960894;Flash flood;Significativo
2020;5;18.228;6.63;2020-05-01;2.7493212669683262;Flash flood;Notable
2020;6;0.701;0.638;2020-06-01;1.098746081504702;Progresiva;Ordinario
2020;7;0.898;0.701;2020-07-01;1.2810271041369474;Moderada;Ordinario
2020;8;1.648;0.141;2020-08-01;;;Ordinario
2020;9;44.55;5.021;2020-09-01;8.872734515036845;Flash flood;Significativo
2020;10;14.95;3.93;2019-10-01;3.8040712468193383;Flash flood;Notable
2020;11;37.623;11.166;2019-11-01;3.369425040300913;Flash flood;Significativo
2020;12;193.534;86.811;2019-12-01;2.2293718537973297;Flash flood;Excepcional
2021;1;36.711;11.605;2021-01-01;3.1633778543731146;Flash flood;Significativo
2021;2;87.091;31.034;2021-02-01;2.806309209254366;Flash flood;Significativo
2021;3;3.835;3.602;2021-03-01;1.0646862853970016;Progresiva;Ordinario
2021;4;3.835;3.172;2021-04-01;1.2090163934426228;Moderada;Ordinario
2021;5;5.405;2.58;2021-05-01;2.0949612403100777;Flash flood;Ordinario
2021;6;2.222;1.451;2021-06-01;1.5313576843556167;Rápida;Ordinario
2021;7;0.681;0.502;2021-07-01;1.356573705179283;Moderada;Ordinario
2021;8;0.196;0.159;2021-08-01;1.2327044025157232;Moderada;Ordinario
2021;9;2.58;1.326;2021-09-01;1.9457013574660633;Rápida;Ordinario
2021;10;143.173;38.839;2020-10-01;3.686320451092974;Flash flood;Extremo
2021;11;54.448;22.524;2020-11-01;2.4173326229799326;Flash flood;Significativo
2021;12;30.326;13.395;2020-12-01;2.263979096677865;Flash flood;Notable
