evento_id;fecha_inicio;fecha_fin;Qmax_evento;Qmed_evento;volumen_total;duracion_dias;Qbase;ratio_Qmax_Qbase
51;1982-09-14;1982-09-17;3.073;2.59275;10.371;4;1.9914285714285715;1.5431133428981347
52;1982-09-20;1982-09-23;4.032;3.2325;12.93;4;2.1364285714285716;1.887261785356068
53;1982-09-25;1982-09-30;11.138;5.0735;30.441;6;2.475428571428572;4.499422899353646
54;1982-11-07;1982-11-08;11.032;9.491;18.982;2;2.07;5.329468599033817
55;1983-05-06;1983-05-06;5.594;5.594;5.594;1;4.767714285714286;1.173308563552466
56;1983-05-12;1983-05-13;6.71;6.4;12.8;2;4.893428571428572;1.371226718047527
57;1983-05-16;1983-05-16;5.718;5.718;5.718;1;5.392285714285714;1.0604037513908757
58;1983-06-01;1983-06-08;4.06;3.4825;27.86;8;4.0200000000000005;1.0099502487562186
59;1983-07-22;1983-08-31;2.62;2.1439024390243904;87.9;41;1.3;2.0153846153846153
60;1983-09-05;1983-09-20;2.08;2.01;32.16;16;1.92;1.0833333333333335
61;1983-09-22;1983-09-22;2.0;2.0;2.0;1;1.9885714285714287;1.0057471264367817
62;1983-09-26;1983-09-30;2.24;2.096;10.48;5;1.9428571428571428;1.1529411764705884
63;1983-11-08;1983-11-12;11.84;9.546;47.73;5;2.1382857142857143;5.537145911277392
64;1983-11-14;1983-11-17;11.1;9.5275;38.11;4;7.798;1.423441908181585
65;1983-11-20;1983-11-25;15.54;12.6725;76.035;6;7.6648571428571435;2.0274350467812274
66;1983-12-18;1983-12-26;15.54;10.750555555555556;96.755;9;2.866285714285714;5.42165071770335
67;1984-03-24;1984-03-25;9.62;8.142;16.284;2;1.9502857142857144;4.932610606504541
68;1984-03-28;1984-03-31;15.54;9.89775;39.591;4;4.4314285714285715;3.5067698259187616
69;1984-06-02;1984-06-09;12.21;5.567;44.536;8;2.7737142857142856;4.402039555006181
70;1984-07-13;1984-07-24;2.592;2.2415;26.898;12;1.2765714285714285;2.0304386750223817
71;1984-07-28;1984-08-05;1.794;1.6602222222222223;14.942;9;1.8411428571428572;0.9743947858472998
72;1984-08-22;1984-08-30;2.4;1.698888888888889;15.29;9;1.1954285714285715;2.0076481835564053
73;1984-09-29;1984-09-29;1.984;1.984;1.984;1;1.5265714285714282;1.2996443945349057
74;1984-10-04;1984-10-04;5.56;5.56;5.56;1;1.818571428571429;3.0573448546739974
75;1984-11-07;1984-11-10;15.725;11.33125;45.325;4;2.8591428571428574;5.499900069951034
76;1984-11-13;1984-11-13;8.14;8.14;8.14;1;8.989285714285714;0.9055224473579659
77;1984-11-15;1984-11-19;15.17;9.509;47.545;5;7.932;1.9125063035804335
78;1984-11-30;1984-12-01;14.8;12.765;25.53;2;4.151999999999999;3.564547206165704
79;1985-01-21;1985-01-27;22.2;12.099;60.495;7;3.3417142857142856;6.643296853625171
80;1985-02-09;1985-02-19;14.43;10.208636363636364;112.295;11;4.9634285714285715;2.907264563665669
81;1985-04-08;1985-04-10;10.73;9.743333333333334;29.23;3;2.2514285714285713;4.7658629441624365
82;1985-07-01;1985-07-08;2.4;2.09025;16.722;8;2.2057142857142855;1.0880829015544042
83;1985-07-20;1985-07-28;2.296;1.9055555555555554;17.15;9;1.3982857142857144;1.6420106252554145
84;1985-08-01;1985-08-31;1.794;1.6469677419354838;51.056;31;1.7571428571428573;1.0209756097560976
85;1985-12-25;1985-12-25;11.655;11.655;11.655;1;3.073857142857143;3.791653111493238
86;1985-12-27;1985-12-31;15.354;10.2484;51.242;5;4.991285714285714;3.0761613097112113
87;1986-01-02;1986-01-02;10.915;10.915;10.915;1;9.461285714285713;1.1536487037400536
88;1986-02-14;1986-02-26;19.424;11.65446153846154;151.508;13;2.417857142857143;8.033559822747414
89;1986-03-01;1986-03-04;9.065;7.816;31.264;4;9.751142857142856;0.9296346215828182
90;1986-11-14;1986-11-14;13.347;13.347;13.347;1;1.2802857142857142;10.425016737335417
91;1987-01-27;1987-01-29;30.285;25.044999999999998;75.13499999999999;3;1.8484285714285715;16.384187340598192
92;1987-02-02;1987-02-02;10.758;10.758;10.758;1;14.170428571428571;0.7591866361537608
93;1987-04-07;1987-04-09;80.333;44.88066666666666;134.642;3;2.089714285714286;38.44209734755263
94;1987-07-21;1987-09-28;8.533;4.422614285714286;309.583;70;0.990142857142857;8.617948348001732
95;1989-11-15;1989-11-15;13.347;13.347;13.347;1;1.1405714285714286;11.702029058116231
96;1989-11-18;1989-11-29;24.864;17.926666666666666;215.11999999999998;12;3.849285714285714;6.459380218964558
97;1989-12-05;1989-12-31;59.258;18.041925925925927;487.132;27;6.999857142857144;8.46560133880283
98;1990-01-27;1990-01-28;10.016;9.6455;19.291;2;2.1814285714285715;4.5914865749836276
99;1990-01-31;1990-02-01;21.645;18.189;36.378;2;5.317714285714286;4.070357833655706
100;1990-04-06;1990-04-07;11.5;9.831;19.662;2;3.1454285714285715;3.6560995549096194
101;1990-10-19;1990-10-19;5.271;5.271;5.271;1;2.2375714285714285;2.355678988699483
102;1990-10-22;1990-10-24;26.795;15.94;47.82;3;2.9734285714285713;9.01148265590468
103;1990-11-07;1990-11-11;57.883;22.4376;112.188;5;1.9440000000000002;29.775205761316872
104;1991-01-09;1991-01-12;59.899;34.845749999999995;139.38299999999998;4;1.5635714285714286;38.30909090909091
105;1991-03-05;1991-03-17;22.932;9.950384615384614;129.355;13;2.9328571428571424;7.818996590355578
106;1992-04-03;1992-04-03;21.092;21.092;21.092;1;1.6575714285714285;12.724640179263984
107;1992-05-29;1992-05-29;17.223;17.223;17.223;1;1.294142857142857;13.308422563196821
108;1992-06-15;1992-06-15;3.099;3.099;3.099;1;1.8045714285714283;1.7173052564914506
109;1992-09-27;1992-09-27;2.344;2.344;2.344;1;0.8954285714285714;2.617740906190172
110;1992-10-16;1992-10-17;7.791;7.091;14.182;2;1.1834285714285713;6.583413809753743
111;1992-10-30;1992-10-30;6.111;6.111;6.111;1;1.8318571428571429;3.3359588239881464
112;1993-05-18;1993-05-18;6.111;6.111;6.111;1;2.1741428571428574;2.8107628622117087
113;1993-05-26;1993-05-29;17.776;11.809;47.236;4;2.4454285714285717;7.269073489893678
114;1993-06-01;1993-06-02;3.432;3.2655000000000003;6.531000000000001;2;8.506285714285715;0.4034663442160419
115;1993-10-10;1993-10-21;27.151;13.665;163.98;12;1.7811428571428574;15.243583573949309
116;1993-10-27;1993-10-27;6.111;6.111;6.111;1;3.6981428571428574;1.6524510372001389
117;1993-10-31;1993-10-31;4.779;4.779;4.779;1;3.486285714285714;1.370799868873955
118;1993-11-03;1993-11-04;7.791;7.785;15.57;2;4.738428571428571;1.6442159848050892
119;1994-01-06;1994-01-11;16.118;12.282333333333334;73.694;6;1.8259999999999998;8.826944140197153
120;1994-02-22;1994-02-23;15.656;13.578;27.156;2;2.3125714285714283;6.769953051643194
121;1994-02-27;1994-03-03;10.387;8.3074;41.537;5;6.486714285714286;1.6012729314863348
122;1994-05-14;1994-05-28;26.151;13.711466666666666;205.672;15;1.5494285714285716;16.87783514659782
123;1994-06-01;1994-06-02;3.765;3.765;7.53;2;7.318857142857143;0.5144245783885072
124;1994-10-27;1994-10-27;4.634;4.634;4.634;1;1.3535714285714289;3.42353562005277
125;1994-11-03;1994-11-04;15.704;11.612;23.224;2;2.279571428571429;6.889014225731653
126;1994-11-06;1994-11-10;31.766;15.583599999999999;77.91799999999999;5;4.846428571428571;6.5545173176123805
127;1995-01-01;1995-01-01;23.296;23.296;23.296;1;1.7301428571428572;13.464784080587895
128;1995-01-18;1995-01-18;34.287;34.287;34.287;1;2.7884285714285713;12.296172959680312
129;1995-01-20;1995-01-20;16.851;16.851;16.851;1;8.168000000000001;2.063050930460333
130;1995-01-24;1995-01-26;13.046;12.096666666666666;36.29;3;12.59785714285714;1.0355729432443161
131;1995-02-12;1995-02-19;28.524;14.674999999999999;117.39999999999999;8;4.529;6.298079046147053
132;1995-10-25;1995-10-25;7.154;7.154;7.154;1;0.6737142857142857;10.61874469889737
133;1995-11-11;1995-11-12;43.578;29.097500000000004;58.19500000000001;2;0.9917142857142858;43.94209161624892
134;1995-11-15;1995-11-19;36.985;24.8374;124.187;5;10.353857142857143;3.5720987347710307
135;1995-11-30;1995-11-30;7.52;7.52;7.52;1;4.2595714285714275;1.7654358252003894
136;1995-12-22;1996-02-09;147.457;37.92388;1896.194;50;3.010428571428571;48.98206235467186
137;1996-03-23;1996-04-04;42.619;14.093230769230768;183.212;13;3.279571428571429;12.995295552554776
138;1996-04-22;1996-04-22;19.925;19.925;19.925;1;5.521999999999999;3.6082940963419055
139;1996-05-06;1996-05-11;24.017;11.969333333333333;71.816;6;3.149857142857143;7.624790239920178
140;1996-05-17;1996-05-24;42.619;16.394875;131.159;8;5.098285714285714;8.359476574759023
141;1996-06-01;1996-06-01;3.151;3.151;3.151;1;4.320142857142857;0.7293740286366192
142;1996-12-11;1996-12-28;95.646;43.32161111111111;779.789;18;1.153285714285714;82.93348197696025
143;1997-01-09;1997-01-11;31.766;24.346666666666664;73.03999999999999;3;5.2832857142857135;6.0125463050590815
144;1997-01-16;1997-01-18;13.53;11.368333333333334;34.105000000000004;3;14.153714285714285;0.9559328192498688
145;1997-04-19;1997-04-20;16.248;12.6155;25.231;2;0.6468571428571429;25.118374558303888
146;1997-05-19;1997-05-20;18.057;12.299;24.598;2;2.5267142857142857;7.146435234918301
147;1997-05-25;1997-05-27;8.617;7.233333333333334;21.700000000000003;3;6.281857142857143;1.3717281058831559
148;1997-05-29;1997-07-09;63.385;10.41990476190476;437.63599999999997;42;5.605285714285714;11.308076560389427
149;1997-08-13;1997-08-15;1.43;1.43;4.29;3;1.145857142857143;1.2479740680713127
150;1997-10-20;1997-10-20;4.199;4.199;4.199;1;1.2630000000000001;3.324623911322248
151;1997-10-22;1997-10-22;4.011;4.011;4.011;1;2.050142857142857;1.9564490279423041
152;1997-10-27;1997-10-28;7.52;5.8595;11.719;2;3.0429999999999997;2.471245481432797
153;1997-11-03;1997-11-16;61.053;22.408785714285717;313.723;14;3.4639999999999995;17.625
154;1997-11-18;1997-11-22;13.046;9.3686;46.843;5;15.140857142857143;0.8616421036740701
155;1997-11-24;1997-11-30;41.66;15.577285714285713;109.041;7;8.692142857142859;4.7928342509655675
156;1997-12-17;1997-12-31;160.602;35.029599999999995;525.444;15;3.731142857142857;43.04364805881002
157;1998-01-12;1998-01-14;24.739;16.317333333333334;48.952;3;5.680142857142856;4.35534820552803
158;1998-02-02;1998-02-05;16.851;12.659749999999999;50.638999999999996;4;4.429142857142857;3.8045736034060122
159;1998-03-29;1998-03-29;24.739;24.739;24.739;1;2.157428571428571;11.466891802410279
160;1998-04-04;1998-04-05;8.983;8.4345;16.869;2;8.010285714285715;1.121433157369097
161;1998-04-07;1998-04-07;8.983;8.983;8.983;1;6.616285714285714;1.3577104115386278
162;1998-05-13;1998-05-13;5.622;5.622;5.622;1;3.2641428571428572;1.7223510875749486
163;1998-05-29;1998-06-22;48.817;9.098279999999999;227.457;25;3.482714285714285;14.01694080971328
164;1998-07-01;1998-07-10;2.194;1.939;19.39;10;2.5238571428571426;0.8693043527480614
165;1998-09-25;1998-09-30;10.683;4.601166666666667;27.607;6;1.0054285714285716;10.625319693094628
166;1999-01-09;1999-01-09;9.132;9.132;9.132;1;1.144;7.9825174825174825
167;1999-05-07;1999-05-07;11.448;11.448;11.448;1;3.429;3.3385826771653546
168;1999-05-18;1999-05-18;7.453;7.453;7.453;1;2.186428571428572;3.408755308722639
169;1999-09-19;1999-09-19;20.645;20.645;20.645;1;0.119;173.48739495798318
170;1999-09-21;1999-09-26;20.645;7.481833333333333;44.891;6;3.3129999999999997;6.231512224569877
171;1999-10-18;1999-10-18;4.124;4.124;4.124;1;2.210857142857143;1.865339881106229
172;1999-10-20;1999-11-01;98.81;35.05915384615385;455.769;13;2.820857142857143;35.028360174212494
173;2000-04-02;2000-04-03;16.563;13.878;27.756;2;1.3332857142857144;12.422693667630984
174;2000-04-08;2000-04-10;15.979;12.944;38.832;3;7.377428571428572;2.165930831493745
175;2000-04-13;2000-04-28;37.856;19.012625;304.202;16;8.861142857142855;4.272135164764301
176;2000-04-30;2000-05-17;22.408;11.246111111111112;202.43;18;11.223571428571429;1.9965124419270668
177;2000-11-06;2000-11-06;12.126;12.126;12.126;1;1.4668571428571429;8.266653681340085
178;2000-11-22;2000-11-24;31.65;20.799;62.397;3;1.3505714285714288;23.434525068753963
179;2000-12-01;2000-12-02;32.47;23.0565;46.113;2;6.005857142857144;5.406389001213101
180;2000-12-05;2000-12-12;73.48;22.59975;180.798;8;10.847142857142856;6.7741340708547355
181;2000-12-22;2001-01-20;438.577;43.14626666666666;1294.388;30;4.964857142857142;88.3362778385222
182;2001-01-22;2001-02-03;47.695;21.339307692307692;277.411;13;12.410857142857143;3.843006123670519
183;2001-02-05;2001-02-17;106.434;26.54053846153846;345.027;13;11.506714285714287;9.249729971321091
184;2001-03-02;2001-03-31;111.244;23.76193333333333;712.858;30;4.356;25.538108356290174
185;2001-10-19;2001-10-25;32.47;12.978428571428571;90.849;7;1.938;16.75438596491228
186;2002-01-03;2002-01-03;19.601;19.601;19.601;1;0.8842857142857142;22.165912762520193
187;2002-01-23;2002-01-23;14.227;14.227;14.227;1;0.9420000000000002;15.10297239915074
188;2002-03-12;2002-03-13;14.227;13.1765;26.353;2;1.5212857142857141;9.351957930322097
189;2002-03-15;2002-03-26;14.811;10.083333333333334;121.0;12;5.109571428571428;2.8986775519333468
190;2002-04-08;2002-04-09;8.016;7.827;15.654;2;4.560142857142857;1.7578396666771092
191;2002-09-18;2002-09-19;19.601;11.097;22.194;2;0.01842857142857143;1063.6201550387595
192;2002-09-21;2002-09-23;7.638;4.171333333333333;12.514;3;3.306428571428571;2.3100453661697995
193;2002-10-21;2002-10-24;30.831;14.665;58.66;4;1.5244285714285717;20.22462749508012
194;2002-11-19;2002-11-19;27.554;27.554;27.554;1;2.965285714285714;9.292190586308234
195;2002-11-21;2002-11-30;21.706;13.2132;132.132;10;7.310571428571428;2.9691249462617737
196;2002-12-12;2003-01-12;35.199;20.269125;648.612;32;4.966428571428571;7.087386739536891
197;2003-01-19;2003-01-24;18.899;13.3135;79.881;6;6.354714285714286;2.9740125441179774
198;2003-02-25;2003-02-25;20.302;20.302;20.302;1;2.746714285714286;7.391376709835127
199;2003-03-27;2003-03-28;23.109;15.3735;30.747;2;2.6708571428571424;8.652278562259308
200;2003-03-30;2003-04-01;14.227;10.086333333333334;30.259;3;6.431142857142857;2.2122040072859748
201;2003-04-04;2003-04-04;11.193;11.193;11.193;1;7.517428571428572;1.488939987077648
202;2003-04-14;2003-04-15;16.563;12.4785;24.957;2;4.758285714285713;3.4808754653536695
203;2003-04-19;2003-04-19;8.394;8.394;8.394;1;7.708428571428572;1.0889378972923887
204;2003-04-26;2003-04-26;11.66;11.66;11.66;1;6.325285714285714;1.843394990627188
205;2003-04-29;2003-04-29;7.638;7.638;7.638;1;6.555428571428571;1.1651412133891215
206;2003-09-30;2003-10-03;12.126;8.3875;33.55;4;0.23499999999999993;51.600000000000016
207;2003-10-19;2003-10-20;16.563;12.2895;24.579;2;0.9152857142857143;18.095988762291242
208;2003-10-25;2003-11-03;30.831;14.9386;149.386;10;5.234428571428571;5.890041210665648
209;2003-11-10;2003-11-10;13.059;13.059;13.059;1;5.150714285714286;2.5353765081126056
210;2003-11-15;2003-11-17;14.227;11.893333333333333;35.68;3;5.586714285714285;2.546577339095303
211;2003-11-22;2003-11-23;23.109;21.7055;43.411;2;7.842999999999999;2.9464490628586004
212;2003-11-26;2003-12-01;16.563;10.717999999999998;64.30799999999999;6;10.021714285714284;1.652711255559357
213;2003-12-05;2003-12-15;19.601;13.20890909090909;145.298;11;8.871857142857142;2.2093457642948007
214;2003-12-18;2003-12-20;9.793;9.045333333333334;27.136;3;10.861;0.9016665132124112
215;2004-03-12;2004-03-12;14.227;14.227;14.227;1;2.2387142857142854;6.354986918511902
216;2004-04-01;2004-04-01;8.394;8.394;8.394;1;2.471285714285714;3.3966125209549687
217;2004-05-24;2004-05-24;6.881;6.881;6.881;1;1.4162857142857141;4.858482953399234
218;2004-10-19;2004-10-21;34.108;19.573333333333334;58.72;3;0.1722857142857143;197.97346600331673
219;2004-10-27;2004-10-29;13.059;9.318666666666667;27.956;3;7.249571428571428;1.8013478629278579
220;2005-10-12;2005-10-12;4.906;4.906;4.906;1;0.04857142857142858;101.00588235294116
221;2005-10-22;2005-10-23;10.26;7.3225;14.645;2;0.9054285714285715;11.331650362890501
222;2005-10-28;2005-10-31;51.912;21.2445;84.978;4;3.1901428571428574;16.272625498186375
223;2005-12-02;2005-12-02;16.563;16.563;16.563;1;1.4861428571428572;11.1449581851389
224;2006-03-04;2006-03-05;18.899;13.2685;26.537;2;1.433714285714286;13.181845356715822
225;2006-03-18;2006-03-30;25.916;11.842538461538462;153.953;13;2.793714285714285;9.27653916956433
226;2006-04-06;2006-04-07;24.513;18.786;37.572;2;5.035428571428571;4.868105991829324
227;2006-04-15;2006-04-15;14.227;14.227;14.227;1;5.275857142857142;2.6966234328883596
228;2006-10-17;2006-10-31;50.062;14.695133333333333;220.427;15;0.21614285714285716;231.61533377395898
229;2006-11-06;2006-11-06;14.569;14.569;14.569;1;4.577;3.183089359842692
230;2006-11-16;2006-11-16;19.432;19.432;19.432;1;4.1974285714285715;4.6295010550677285
231;2006-11-18;2006-11-19;18.264;14.1855;28.371;2;6.5288571428571425;2.797426808454772
232;2006-11-24;2006-11-30;46.329;21.794714285714285;152.563;7;8.381857142857141;5.5272953487975744
233;2006-12-02;2006-12-02;8.137;8.137;8.137;1;16.20357142857143;0.5021732422305488
234;2006-12-05;2006-12-06;11.103;9.620000000000001;19.240000000000002;2;8.276714285714286;1.3414743600807773
235;2006-12-08;2006-12-11;16.804;10.6065;42.426;4;8.021142857142857;2.094963311248842
236;2007-02-12;2007-02-12;11.366;11.366;11.366;1;3.116285714285714;3.647290730723389
237;2007-02-14;2007-02-14;11.103;11.103;11.103;1;5.1257142857142854;2.1661371237458193
238;2007-05-03;2007-05-03;7.191;7.191;7.191;1;3.352;2.145286396181384
239;2007-05-22;2007-05-22;10.107;10.107;10.107;1;2.0637142857142856;4.897480271355392
240;2007-06-14;2007-06-14;4.281;4.281;4.281;1;1.559;2.745991019884541
241;2007-06-16;2007-06-26;15.957;5.300363636363636;58.304;11;2.111285714285714;7.557953853440694
242;2007-07-01;2007-07-03;2.005;1.9400000000000002;5.82;3;2.6718571428571427;0.7504143720258782
243;2007-09-30;2007-10-02;12.281;9.085666666666667;27.256999999999998;3;0.25985714285714284;47.26058273776801
244;2007-11-20;2007-11-20;76.846;76.846;76.846;1;0.5730000000000002;134.1116928446771
245;2008-01-11;2008-01-11;12.281;12.281;12.281;1;2.462428571428571;4.987352787608053
246;2008-02-19;2008-02-19;9.679;9.679;9.679;1;2.2545714285714284;4.293055379546319
247;2008-04-08;2008-04-13;66.019;30.11566666666667;180.69400000000002;6;1.0751428571428574;61.40486314111081
248;2008-04-18;2008-04-28;32.367;16.146454545454546;177.611;11;8.693142857142858;3.7232794320646807
249;2008-05-01;2008-05-02;6.081;5.9155;11.831;2;9.545285714285713;0.6370684107337954
250;2008-05-11;2008-05-11;5.75;5.75;5.75;1;4.684571428571429;1.227433520370822
251;2008-05-16;2008-05-17;6.743;6.412000000000001;12.824000000000002;2;5.0042857142857144;1.3474450471024837
252;2008-05-23;2008-05-27;14.18;8.735;43.675;5;4.855857142857144;2.920184754788031
253;2008-05-29;2008-05-29;5.75;5.75;5.75;1;7.527000000000001;0.7639165670253752
254;2008-05-31;2008-06-06;5.75;4.299571428571428;30.097;7;6.595;0.8718726307808946
255;2008-12-07;2008-12-07;11.727;11.727;11.727;1;0.5250000000000001;22.33714285714285
256;2009-10-22;2009-10-22;15.253;15.253;15.253;1;0.5202857142857144;29.316584294343762
257;2009-12-22;2009-12-24;25.599;23.451333333333334;70.354;3;1.9019999999999997;13.458990536277605
258;2009-12-28;2010-01-20;97.749;23.57075;565.698;24;12.581428571428571;7.769308504598615
259;2010-02-17;2010-02-17;9.307;9.307;9.307;1;3.172571428571428;2.9335824927953897
260;2010-02-22;2010-03-11;41.04;17.403444444444446;313.262;18;5.310142857142857;7.728605633423905
261;2010-03-19;2010-03-31;12.571;8.710692307692309;113.239;13;5.204428571428571;2.4154428920424915
262;2010-04-15;2010-04-19;10.883;9.714400000000001;48.572;5;4.067;2.6759282026063436
263;2010-04-22;2010-04-22;7.882;7.882;7.882;1;8.691142857142856;0.9069002925802954
264;2010-05-09;2010-05-10;9.307;7.647500000000001;15.295000000000002;2;3.3572857142857147;2.7721799072379896
265;2010-06-09;2010-06-10;3.419;3.311;6.622;2;1.7812857142857141;1.9194001122784508
266;2010-10-09;2010-10-11;17.666;11.11;33.33;3;0.5135714285714286;34.39833101529903
267;2010-11-20;2010-11-20;12.897;12.897;12.897;1;1.496142857142857;8.620166141506733
268;2010-12-06;2010-12-11;56.747;32.771;196.626;6;1.452142857142857;39.07811116576489
269;2010-12-21;2010-12-25;40.491;19.5084;97.542;5;3.270571428571429;12.380405346378963
270;2010-12-30;2011-01-01;17.666;12.804333333333332;38.413;3;8.110857142857142;2.1780681978300693
271;2011-01-05;2011-01-15;61.745;27.38218181818182;301.204;11;9.197571428571427;6.713185157572652
272;2011-02-19;2011-02-19;8.531;8.531;8.531;1;4.027;2.1184504593990563
273;2011-03-14;2011-03-15;10.988;9.145;18.29;2;3.0287142857142855;3.6279420782038585
274;2011-03-25;2011-03-25;6.688;6.688;6.688;1;4.926;1.3576938692651237
275;2011-03-27;2011-03-27;7.302;7.302;7.302;1;5.263285714285714;1.3873463073039656
276;2011-04-20;2011-04-23;17.666;14.17325;56.693;4;3.5778571428571424;4.937592333799162
277;2011-05-01;2011-05-07;16.985;8.05942857142857;56.416;7;5.887857142857143;2.884750697561567
278;2011-10-24;2011-10-24;9.912;9.912;9.912;1;0.15842857142857142;62.564472497745726
279;2011-10-27;2011-10-28;21.714;13.166;26.332;2;1.9091428571428573;11.373690511822806
280;2011-11-02;2011-11-05;28.859;21.0085;84.034;4;4.893571428571428;5.897328857101154
281;2011-11-09;2011-11-11;18.181;12.105666666666666;36.317;3;14.155;1.284422465559873
282;2011-11-15;2011-11-15;10.768;10.768;10.768;1;8.538571428571428;1.2611008867324747
283;2011-11-19;2011-11-22;19.501;14.3825;57.53;4;6.738857142857142;2.8938141270245064
284;2012-05-03;2012-05-06;16.428;11.1465;44.586;4;4.335714285714286;3.7889950576606255
285;2012-05-08;2012-05-10;12.07;8.381333333333332;25.144;3;8.134571428571428;1.4837905236907731
286;2012-09-29;2012-09-29;2.919;2.919;2.919;1;0.25357142857142856;11.511549295774648
287;2012-10-18;2012-10-19;7.664;7.364;14.728;2;0.34914285714285714;21.95090016366612
